File name	WAVE0001.TXT	V 1.11									
Title comment	Nov-20										
Trigger Time	24/06/2016 17:41										
Ch	Mode	Range	Comment	Scaling	Ratio	Offset					
'24-06-16 18:08:19	1,76E+01	1,53E+01	5,49E+01	2,94E+01	1,36E+01	5,03E+01	3,19E+01	1,59E+01	5,47E+01	3,10E+01	0
'24-06-16 18:08:20	1,76E+01	1,53E+01	5,49E+01	2,94E+01	1,36E+01	5,03E+01	3,19E+01	1,59E+01	5,47E+01	3,10E+01	0
'24-06-16 18:08:21	1,76E+01	1,53E+01	5,49E+01	2,94E+01	1,36E+01	5,03E+01	3,19E+01	1,59E+01	5,47E+01	3,10E+01	0
'24-06-16 18:08:22	1,76E+01	1,53E+01	5,49E+01	2,94E+01	1,36E+01	5,02E+01	3,18E+01	1,59E+01	5,47E+01	3,10E+01	0
'24-06-16 18:08:23	1,76E+01	1,53E+01	5,49E+01	2,94E+01	1,36E+01	5,02E+01	3,18E+01	1,59E+01	5,46E+01	3,10E+01	0
'24-06-16 18:08:24	1,76E+01	1,53E+01	5,48E+01	2,94E+01	1,36E+01	5,02E+01	3,18E+01	1,59E+01	5,46E+01	3,10E+01	0
'24-06-16 18:08:25	1,77E+01	1,54E+01	5,48E+01	2,93E+01	1,36E+01	5,02E+01	3,18E+01	1,59E+01	5,46E+01	3,10E+01	0
'24-06-16 18:08:26	1,77E+01	1,54E+01	5,48E+01	2,93E+01	1,37E+01	5,02E+01	3,18E+01	1,59E+01	5,46E+01	3,10E+01	0
'24-06-16 18:08:27	1,77E+01	1,54E+01	5,48E+01	2,93E+01	1,36E+01	5,01E+01	3,18E+01	1,59E+01	5,46E+01	3,10E+01	0
'24-06-16 18:08:28	1,77E+01	1,53E+01	5,48E+01	2,93E+01	1,37E+01	5,01E+01	3,17E+01	1,59E+01	5,46E+01	3,10E+01	0
'24-06-16 18:08:29	1,77E+01	1,53E+01	5,48E+01	2,92E+01	1,37E+01	5,01E+01	3,17E+01	1,60E+01	5,46E+01	3,10E+01	0
'24-06-16 18:08:30	1,77E+01	1,53E+01	5,48E+01	2,92E+01	1,37E+01	5,01E+01	3,17E+01	1,60E+01	5,46E+01	3,09E+01	0
'24-06-16 18:08:31	1,77E+01	1,53E+01	5,48E+01	2,92E+01	1,37E+01	5,00E+01	3,17E+01	1,60E+01	5,45E+01	3,09E+01	0
'24-06-16 18:08:32	1,77E+01	1,53E+01	5,48E+01	2,92E+01	1,37E+01	5,00E+01	3,17E+01	1,60E+01	5,45E+01	3,09E+01	0
'24-06-16 18:08:33	1,77E+01	1,53E+01	5,47E+01	2,91E+01	1,37E+01	5,00E+01	3,17E+01	1,60E+01	5,45E+01	3,09E+01	0
'24-06-16 18:08:34	1,77E+01	1,53E+01	5,47E+01	2,91E+01	1,37E+01	5,00E+01	3,17E+01	1,59E+01	5,45E+01	3,09E+01	0
'24-06-16 18:08:35	1,77E+01	1,53E+01	5,47E+01	2,91E+01	1,37E+01	4,99E+01	3,16E+01	1,59E+01	5,45E+01	3,09E+01	0
'24-06-16 18:08:36	1,77E+01	1,53E+01	5,47E+01	2,90E+01	1,37E+01	4,99E+01	3,16E+01	1,59E+01	5,45E+01	3,09E+01	0
'24-06-16 18:08:37	1,77E+01	1,53E+01	5,47E+01	2,90E+01	1,37E+01	4,98E+01	3,16E+01	1,59E+01	5,45E+01	3,09E+01	0
'24-06-16 18:08:38	1,77E+01	1,53E+01	5,47E+01	2,90E+01	1,37E+01	4,99E+01	3,16E+01	1,59E+01	5,45E+01	3,09E+01	0
'24-06-16 18:08:39	1,77E+01	1,53E+01	5,47E+01	2,89E+01	1,37E+01	4,98E+01	3,16E+01	1,59E+01	5,44E+01	3,09E+01	0
'24-06-16 18:08:40	1,77E+01	1,53E+01	5,47E+01	2,89E+01	1,37E+01	4,96E+01	3,16E+01	1,59E+01	5,44E+01	3,08E+01	0
'24-06-16 18:08:41	1,77E+01	1,53E+01	5,46E+01	2,89E+01	1,38E+01	4,95E+01	3,16E+01	1,60E+01	5,44E+01	3,08E+01	0
'24-06-16 18:08:42	1,77E+01	1,53E+01	5,47E+01	2,89E+01	1,38E+01	4,94E+01	3,16E+01	1,60E+01	5,44E+01	3,09E+01	0
'24-06-16 18:08:43	1,77E+01	1,53E+01	5,46E+01	2,89E+01	1,37E+01	4,94E+01	3,16E+01	1,60E+01	5,44E+01	3,08E+01	0
'24-06-16 18:08:44	1,77E+01	1,53E+01	5,46E+01	2,89E+01	1,38E+01	4,94E+01	3,16E+01	1,60E+01	5,44E+01	3,08E+01	0
'24-06-16 18:08:45	1,77E+01	1,53E+01	5,46E+01	2,89E+01	1,38E+01	4,94E+01	3,16E+01	1,59E+01	5,44E+01	3,08E+01	0
'24-06-16 18:08:46	1,77E+01	1,54E+01	5,46E+01	2,89E+01	1,38E+01	4,95E+01	3,16E+01	1,59E+01	5,44E+01	3,08E+01	0
'24-06-16 18:08:47	1,77E+01	1,54E+01	5,46E+01	2,89E+01	1,38E+01	4,95E+01	3,15E+01	1,59E+01	5,44E+01	3,08E+01	0
'24-06-16 18:08:48	1,77E+01	1,53E+01	5,46E+01	2,89E+01	1,38E+01	4,95E+01	3,15E+01	1,58E+01	5,44E+01	3,08E+01	0
'24-06-16 18:08:49	1,77E+01	1,53E+01	5,46E+01	2,89E+01	1,38E+01	4,96E+01	3,15E+01	1,58E+01	5,44E+01	3,08E+01	0
'24-06-16 18:08:50	1,77E+01	1,53E+01	5,46E+01	2,89E+01	1,38E+01	4,96E+01	3,15E+01	1,58E+01	5,44E+01	3,08E+01	0
'24-06-16 18:08:51	1,77E+01	1,53E+01	5,46E+01	2,89E+01	1,38E+01	4,96E+01	3,15E+01	1,58E+01	5,44E+01	3,07E+01	0
'24-06-16 18:08:52	1,77E+01	1,53E+01	5,46E+01	2,89E+01	1,38E+01	4,96E+01	3,15E+01	1,58E+01	5,43E+01	3,08E+01	0
'24-06-16 18:08:53	1,77E+01	1,54E+01	5,45E+01	2,89E+01	1,38E+01	4,96E+01	3,14E+01	1,58E+01	5,43E+01	3,07E+01	0
'24-06-16 18:08:54	1,77E+01	1,53E+01	5,45E+01	2,89E+01	1,38E+01	4,96E+01	3,14E+01	1,59E+01	5,43E+01	3,07E+01	0
'24-06-16 18:08:55	1,77E+01	1,54E+01	5,45E+01	2,89E+01	1,38E+01	4,96E+01	3,14E+01	1,59E+01	5,43E+01	3,07E+01	0
'24-06-16 18:08:56	1,78E+01	1,54E+01	5,45E+01	2,88E+01	1,38E+01	4,96E+01	3,14E+01	1,59E+01	5,43E+01	3,07E+01	0
'24-06-16 18:08:57	1,77E+01	1,54E+01	5,45E+01	2,88E+01	1,38E+01	4,96E+01	3,14E+01	1,59E+01	5,43E+01	3,07E+01	0
'24-06-16 18:08:58	1,77E+01	1,54E+01	5,45E+01	2,88E+01	1,38E+01	4,96E+01	3,14E+01	1,59E+01	5,43E+01	3,07E+01	0
'24-06-16 18:08:59	1,77E+01	1,54E+01	5,45E+01	2,88E+01	1,39E+01	4,96E+01	3,14E+01	1,59E+01	5,43E+01	3,07E+01	0
'24-06-16 18:09:00	1,77E+01	1,54E+01	5,45E+01	2,88E+01	1,39E+01	4,96E+01	3,14E+01	1,59E+01	5,43E+01	3,07E+01	0
'24-06-16 18:09:01	1,77E+01	1,54E+01	5,44E+01	2,88E+01	1,38E+01	4,96E+01	3,13E+01	1,59E+01	5,43E+01	3,07E+01	0
'24-06-16 18:09:02	1,77E+01	1,54E+01	5,44E+01	2,88E+01	1,39E+01	4,96E+01	3,13E+01	1,59E+01	5,43E+01	3,06E+01	0
'24-06-16 18:09:03	1,78E+01	1,54E+01	5,44E+01	2,88E+01	1,39E+01	4,96E+01	3,13E+01	1,59E+01	5,42E+01	3,06E+01	0
'24-06-16 18:09:04	1,78E+01	1,54E+01	5,44E+01	2,88E+01	1,39E+01	4,96E+01	3,13E+01	1,59E+01	5,42E+01	3,06E+01	0
'24-06-16 18:09:05	1,78E+01	1,55E+01	5,44E+01	2,88E+01	1,39E+01	4,96E+01	3,13E+01	1,60E+01	5,42E+01	3,06E+01	0
'24-06-16 18:09:06	1,78E+01	1,54E+01	5,44E+01	2,88E+01	1,39E+01	4,96E+01	3,13E+01	1,60E+01	5,42E+01	3,06E+01	0
'24-06-16 18:09:07	1,78E+01	1,54E+01	5,44E+01	2,88E+01	1,39E+01	4,96E+01	3,13E+01	1,60E+01	5,42E+01	3,06E+01	0
'24-06-16 18:09:08	1,78E+01	1,54E+01	5,44E+01	2,88E+01	1,39E+01	4,96E+01	3,13E+01	1,60E+01	5,42E+01	3,06E+01	0
'24-06-16 18:09:09	1,78E+01	1,54E+01	5,44E+01	2,88E+01	1,39E+01	4,96E+01	3,13E+01	1,60E+01	5,42E+01	3,05E+01	0
'24-06-16 18:09:10	1,78E+01	1,55E+01	5,44E+01	2,88E+01	1,39E+01	4,96E+01	3,13E+01	1,60E+01	5,42E+01	3,05E+01	0
'24-06-16 18:09:11	1,78E+01	1,54E+01	5,44E+01	2,89E+01	1,39E+01	4,96E+01	3,13E+01	1,60E+01	5,42E+01	3,05E+01	0
'24-06-16 18:09:12	1,78E+01	1,55E+01	5,44E+01	2,89E+01	1,39E+01	4,96E+01	3,13E+01	1,60E+01	5,42E+01	3,05E+01	0
'24-06-16 18:09:13	1,78E+01	1,55E+01	5,44E+01	2,89E+01	1,39E+01	4,96E+01	3,13E+01	1,60E+01	5,41E+01	3,05E+01	0
'24-06-16 18:09:14	1,78E+01	1,55E+01	5,44E+01	2,89E+01	1,39E+01	4,96E+01	3,13E+01	1,60E+01	5,41E+01	3,05E+01	0
'24-06-16 18:09:15	1,78E+01	1,55E+01	5,43E+01	2,89E+01	1,39E+01	4,97E+01	3,13E+01	1,60E+01	5,41E+01	3,05E+01	0
'24-06-16 18:09:16	1,79E+01	1,54E+01	5,43E+01	2,89E+01	1,39E+01	4,97E+01	3,13E+01	1,60E+01	5,41E+01	3,05E+01	0
'24-06-16 18:09:17	1,78E+01	1,54E+01	5,43E+01	2,89E+01	1,39E+01	4,97E+01	3,13E+01	1,60E+01	5,41E+01	3,05E+01	0
'24-06-16 18:09:18	1,78E+01	1,54E+01	5,43E+01	2,89E+01	1,40E+01	4,97E+01	3,13E+01	1,60E+01	5,41E+01	3,04E+01	0
'24-06-16 18:09:19	1,78E+01	1,54E+01	5,43E+01	2,89E+01	1,40E+01	4,97E+01	3,13E+01	1,60E+01	5,41E+01	3,04E+01	0
'24-06-16 18:09:20	1,78E+01	1,54E+01	5,43E+01	2,90E+01	1,40E+01	4,97E+01	3,13E+01	1,59E+01	5,41E+01	3,04E+01	0
'24-06-16 18:09:21	1,79E+01	1,54E+01	5,43E+01	2,90E+01	1,40E+01	4,97E+01	3,13E+01	1,59E+01	5,41E+01	3,04E+01	0
'24-06-16 18:09:22	1,78E+01	1,55E+01	5,43E+01	2,90E+01	1,40E+01	4,97E+01	3,13E+01	1,59E+01	5,40E+01	3,04E+01	0
'24-06-16 18:09:23	1,78E+01	1,55E+01	5,43E+01	2,90E+01	1,40E+01	4,96E+01	3,13E+01	1,59E+01	5,40E+01	3,04E+01	0
'24-06-16 18:09:24	1,79E+01	1,55E+01	5,42E+01	2,90E+01	1,40E+01	4,96E+01	3,13E+01	1,59E+01	5,40E+01	3,04E+01	0
'24-06-16 18:09:25	1,79E+01	1,55E+01	5,42E+01	2,90E+01	1,40E+01	4,96E+01	3,13E+01	1,58E+01	5,40E+01	3,04E+01	0
'24-06-16 18:09:26	1,79E+01	1,55E+01	5,42E+01	2,90E+01	1,40E+01	4,96E+01	3,13E+01	1,58E+01	5,40E+01	3,04E+01	0
'24-06-16 18:09:27	1,79E+01	1,55E+01	5,42E+01	2,90E+01	1,40E+01	4,96E+01	3,13E+01	1,58E+01	5,40E+01	3,04E+01	0
'24-06-16 18:09:28	1,79E+01	1,56E+01	5,42E+01	2,90E+01	1,40E+01	4,95E+01	3,12E+01	1,58E+01	5,40E+01	3,04E+01	0
'24-06-16 18:09:29	1,79E+01	1,56E+01	5,42E+01	2,90E+01	1,40E+01	4,95E+01	3,12E+01	1,58E+01	5,40E+01	3,04E+01	0
'24-06-16 18:09:30	1,79E+01	1,56E+01	5,42E+01	2,90E+01	1,40E+01	4,95E+01	3,12E+01	1,58E+01	5,39E+01	3,03E+01	0
'24-06-16 18:09:31	1,79E+01	1,56E+01	5,42E+01	2,90E+01	1,40E+01	4,95E+01	3,12E+01	1,58E+01	5,39E+01	3,04E+01	0
'24-06-16 18:09:32	1,79E+01	1,56E+01	5,42E+01	2,90E+01	1,40E+01	4,94E+01	3,12E+01	1,58E+01	5,39E+01	3,03E+01	0
'24-06-16 18:09:33	1,79E+01	1,56E+01	5,42E+01	2,90E+01	1,40E+01	4,94E+01	3,12E+01	1,58E+01	5,39E+01	3,03E+01	0
'24-06-16 18:09:34	1,79E+01	1,56E+01	5,41E+01	2,91E+01	1,40E+01	4,95E+01	3,12E+01	1,58E+01	5,39E+01	3,03E+01	0
'24-06-16 18:09:35	1,79E+01	1,56E+01	5,42E+01	2,91E+01	1,40E+01	4,95E+01	3,12E+01	1,58E+01	5,39E+01	3,03E+01	0
'24-06-16 18:09:36	1,79E+01	1,57E+01	5,41E+01	2,90E+01	1,41E+01	4,95E+01	3,12E+01	1,59E+01	5,39E+01	3,03E+01	0
'24-06-16 18:09:37	1,79E+01	1,57E+01	5,41E+01	2,90E+01	1,41E+01	4,95E+01	3,12E+01	1,59E+01	5,39E+01	3,03E+01	0
'24-06-16 18:09:38	1,79E+01	1,57E+01	5,41E+01	2,90E+01	1,41E+01	4,95E+01	3,12E+01	1,60E+01	5,39E+01	3,03E+01	0
'24-06-16 18:09:39	1,79E+01	1,57E+01	5,41E+01	2,90E+01	1,41E+01	4,95E+01	3,12E+01	1,60E+01	5,38E+01	3,03E+01	0
'24-06-16 18:09:40	1,79E+01	1,57E+01	5,41E+01	2,91E+01	1,41E+01	4,95E+01	3,12E+01	1,60E+01	5,38E+01	3,03E+01	0
'24-06-16 18:09:41	1,80E+01	1,57E+01	5,41E+01	2,91E+01	1,41E+01	4,95E+01	3,12E+01	1,60E+01	5,38E+01	3,03E+01	0
'24-06-16 18:09:42	1,80E+01	1,58E+01	5,41E+01	2,91E+01	1,41E+01	4,95E+01	3,12E+01	1,60E+01	5,38E+01	3,03E+01	0
'24-06-16 18:09:43	1,80E+01	1,58E+01	5,41E+01	2,91E+01	1,41E+01	4,95E+01	3,12E+01	1,60E+01	5,38E+01	3,03E+01	0
'24-06-16 18:09:44	1,80E+01	1,58E+01	5,41E+01	2,91E+01	1,41E+01	4,95E+01	3,12E+01	1,60E+01	5,38E+01	3,03E+01	0
'24-06-16 18:09:45	1,81E+01	1,58E+01	5,40E+01	2,92E+01	1,41E+01	4,95E+01	3,12E+01	1,60E+01	5,37E+01	3,03E+01	0
'24-06-16 18:09:46	1,81E+01	1,59E+01	5,41E+01	2,92E+01	1,41E+01	4,95E+01	3,12E+01	1,60E+01	5,38E+01	3,03E+01	0
'24-06-16 18:09:47	1,81E+01	1,58E+01	5,40E+01	2,92E+01	1,41E+01	4,94E+01	3,12E+01	1,60E+01	5,38E+01	3,03E+01	0
'24-06-16 18:09:48	1,81E+01	1,58E+01	5,40E+01	2,92E+01	1,41E+01	4,94E+01	3,12E+01	1,61E+01	5,37E+01	3,03E+01	0
'24-06-16 18:09:49	1,82E+01	1,58E+01	5,40E+01	2,92E+01	1,41E+01	4,94E+01	3,12E+01	1,61E+01	5,37E+01	3,03E+01	0
'24-06-16 18:09:50	1,82E+01	1,58E+01	5,40E+01	2,92E+01	1,41E+01	4,94E+01	3,12E+01	1,61E+01	5,37E+01	3,03E+01	0
'24-06-16 18:09:51	1,82E+01	1,59E+01	5,40E+01	2,92E+01	1,42E+01	4,94E+01	3,12E+01	1,60E+01	5,37E+01	3,03E+01	0
'24-06-16 18:09:52	1,81E+01	1,59E+01	5,40E+01	2,92E+01	1,41E+01	4,94E+01	3,12E+01	1,60E+01	5,37E+01	3,02E+01	0
'24-06-16 18:09:53	1,81E+01	1,58E+01	5,40E+01	2,92E+01	1,42E+01	4,94E+01	3,12E+01	1,61E+01	5,37E+01	3,03E+01	0
'24-06-16 18:09:54	1,82E+01	1,59E+01	5,40E+01	2,92E+01	1,42E+01	4,94E+01	3,12E+01	1,61E+01	5,37E+01	3,02E+01	0
'24-06-16 18:09:55	1,82E+01	1,59E+01	5,40E+01	2,92E+01	1,42E+01	4,94E+01	3,11E+01	1,61E+01	5,36E+01	3,02E+01	0
'24-06-16 18:09:56	1,82E+01	1,59E+01	5,39E+01	2,92E+01	1,42E+01	4,94E+01	3,11E+01	1,61E+01	5,36E+01	3,02E+01	0
'24-06-16 18:09:57	1,82E+01	1,59E+01	5,39E+01	2,92E+01	1,42E+01	4,94E+01	3,11E+01	1,61E+01	5,36E+01	3,02E+01	0
'24-06-16 18:09:58	1,82E+01	1,59E+01	5,39E+01	2,92E+01	1,42E+01	4,93E+01	3,11E+01	1,61E+01	5,36E+01	3,02E+01	0
'24-06-16 18:09:59	1,81E+01	1,59E+01	5,39E+01	2,92E+01	1,42E+01	4,93E+01	3,11E+01	1,62E+01	5,36E+01	3,02E+01	0
'24-06-16 18:10:00	1,81E+01	1,59E+01	5,39E+01	2,92E+01	1,42E+01	4,93E+01	3,11E+01	1,62E+01	5,36E+01	3,02E+01	0
'24-06-16 18:10:01	1,82E+01	1,59E+01	5,39E+01	2,92E+01	1,42E+01	4,93E+01	3,11E+01	1,62E+01	5,36E+01	3,02E+01	0
'24-06-16 18:10:02	1,82E+01	1,59E+01	5,39E+01	2,92E+01	1,42E+01	4,93E+01	3,10E+01	1,62E+01	5,36E+01	3,02E+01	0
'24-06-16 18:10:03	1,82E+01	1,59E+01	5,39E+01	2,92E+01	1,42E+01	4,93E+01	3,10E+01	1,62E+01	5,36E+01	3,02E+01	0
'24-06-16 18:10:04	1,82E+01	1,59E+01	5,39E+01	2,92E+01	1,42E+01	4,93E+01	3,10E+01	1,63E+01	5,36E+01	3,02E+01	0
'24-06-16 18:10:05	1,82E+01	1,59E+01	5,39E+01	2,92E+01	1,42E+01	4,93E+01	3,10E+01	1,63E+01	5,36E+01	3,02E+01	0
'24-06-16 18:10:06	1,82E+01	1,60E+01	5,38E+01	2,92E+01	1,42E+01	4,93E+01	3,10E+01	1,63E+01	5,36E+01	3,02E+01	0
'24-06-16 18:10:07	1,83E+01	1,60E+01	5,38E+01	2,92E+01	1,42E+01	4,93E+01	3,10E+01	1,64E+01	5,35E+01	3,02E+01	0
'24-06-16 18:10:08	1,82E+01	1,59E+01	5,38E+01	2,92E+01	1,42E+01	4,93E+01	3,10E+01	1,64E+01	5,35E+01	3,02E+01	0
'24-06-16 18:10:09	1,83E+01	1,60E+01	5,38E+01	2,92E+01	1,42E+01	4,92E+01	3,10E+01	1,64E+01	5,35E+01	3,02E+01	0
'24-06-16 18:10:10	1,83E+01	1,59E+01	5,38E+01	2,92E+01	1,43E+01	4,92E+01	3,10E+01	1,64E+01	5,35E+01	3,02E+01	0
'24-06-16 18:10:11	1,83E+01	1,59E+01	5,38E+01	2,91E+01	1,43E+01	4,92E+01	3,10E+01	1,63E+01	5,35E+01	3,02E+01	0
'24-06-16 18:10:12	1,83E+01	1,59E+01	5,38E+01	2,91E+01	1,42E+01	4,93E+01	3,10E+01	1,63E+01	5,35E+01	3,02E+01	0
'24-06-16 18:10:13	1,83E+01	1,60E+01	5,38E+01	2,91E+01	1,43E+01	4,92E+01	3,10E+01	1,63E+01	5,35E+01	3,02E+01	0
'24-06-16 18:10:14	1,83E+01	1,59E+01	5,38E+01	2,91E+01	1,43E+01	4,93E+01	3,10E+01	1,63E+01	5,35E+01	3,02E+01	0
'24-06-16 18:10:15	1,83E+01	1,59E+01	5,37E+01	2,91E+01	1,43E+01	4,92E+01	3,10E+01	1,63E+01	5,35E+01	3,01E+01	0
'24-06-16 18:10:16	1,83E+01	1,60E+01	5,37E+01	2,91E+01	1,43E+01	4,92E+01	3,10E+01	1,63E+01	5,35E+01	3,01E+01	0
'24-06-16 18:10:17	1,83E+01	1,60E+01	5,37E+01	2,91E+01	1,43E+01	4,92E+01	3,10E+01	1,63E+01	5,35E+01	3,01E+01	0
'24-06-16 18:10:18	1,84E+01	1,60E+01	5,37E+01	2,90E+01	1,43E+01	4,91E+01	3,10E+01	1,63E+01	5,34E+01	3,01E+01	0
'24-06-16 18:10:19	1,84E+01	1,60E+01	5,37E+01	2,91E+01	1,43E+01	4,91E+01	3,10E+01	1,63E+01	5,34E+01	3,01E+01	0
'24-06-16 18:10:20	1,84E+01	1,60E+01	5,37E+01	2,91E+01	1,43E+01	4,90E+01	3,10E+01	1,63E+01	5,34E+01	3,01E+01	0
'24-06-16 18:10:21	1,84E+01	1,60E+01	5,37E+01	2,91E+01	1,43E+01	4,90E+01	3,10E+01	1,63E+01	5,34E+01	3,01E+01	0
'24-06-16 18:10:22	1,84E+01	1,60E+01	5,37E+01	2,91E+01	1,43E+01	4,90E+01	3,10E+01	1,63E+01	5,34E+01	3,00E+01	0
'24-06-16 18:10:23	1,84E+01	1,60E+01	5,37E+01	2,90E+01	1,43E+01	4,90E+01	3,10E+01	1,64E+01	5,34E+01	3,00E+01	0
'24-06-16 18:10:24	1,84E+01	1,60E+01	5,37E+01	2,90E+01	1,43E+01	4,89E+01	3,10E+01	1,64E+01	5,34E+01	3,00E+01	0
'24-06-16 18:10:25	1,84E+01	1,60E+01	5,37E+01	2,90E+01	1,43E+01	4,90E+01	3,10E+01	1,64E+01	5,34E+01	2,99E+01	0
'24-06-16 18:10:26	1,84E+01	1,60E+01	5,36E+01	2,90E+01	1,43E+01	4,90E+01	3,09E+01	1,64E+01	5,34E+01	2,99E+01	0
'24-06-16 18:10:27	1,84E+01	1,60E+01	5,36E+01	2,90E+01	1,43E+01	4,90E+01	3,09E+01	1,64E+01	5,34E+01	2,99E+01	0
'24-06-16 18:10:28	1,84E+01	1,60E+01	5,36E+01	2,90E+01	1,44E+01	4,90E+01	3,09E+01	1,65E+01	5,34E+01	2,99E+01	0
'24-06-16 18:10:29	1,84E+01	1,60E+01	5,36E+01	2,90E+01	1,43E+01	4,90E+01	3,09E+01	1,65E+01	5,34E+01	2,99E+01	0
'24-06-16 18:10:30	1,85E+01	1,60E+01	5,36E+01	2,89E+01	1,43E+01	4,90E+01	3,09E+01	1,65E+01	5,33E+01	2,99E+01	0
'24-06-16 18:10:31	1,85E+01	1,60E+01	5,36E+01	2,89E+01	1,44E+01	4,90E+01	3,09E+01	1,65E+01	5,33E+01	2,99E+01	0
'24-06-16 18:10:32	1,86E+01	1,60E+01	5,36E+01	2,89E+01	1,44E+01	4,90E+01	3,09E+01	1,65E+01	5,33E+01	2,99E+01	0
'24-06-16 18:10:33	1,86E+01	1,60E+01	5,36E+01	2,89E+01	1,44E+01	4,90E+01	3,08E+01	1,65E+01	5,33E+01	2,99E+01	0
'24-06-16 18:10:34	1,86E+01	1,60E+01	5,36E+01	2,89E+01	1,44E+01	4,90E+01	3,09E+01	1,65E+01	5,33E+01	2,99E+01	0
'24-06-16 18:10:35	1,86E+01	1,61E+01	5,36E+01	2,89E+01	1,44E+01	4,90E+01	3,08E+01	1,65E+01	5,33E+01	2,99E+01	0
'24-06-16 18:10:36	1,86E+01	1,61E+01	5,36E+01	2,89E+01	1,44E+01	4,90E+01	3,08E+01	1,65E+01	5,33E+01	2,99E+01	0
'24-06-16 18:10:37	1,86E+01	1,61E+01	5,36E+01	2,89E+01	1,44E+01	4,90E+01	3,08E+01	1,65E+01	5,33E+01	2,99E+01	0
'24-06-16 18:10:38	1,86E+01	1,61E+01	5,36E+01	2,89E+01	1,44E+01	4,90E+01	3,08E+01	1,64E+01	5,33E+01	2,99E+01	0
'24-06-16 18:10:39	1,86E+01	1,61E+01	5,36E+01	2,88E+01	1,44E+01	4,90E+01	3,08E+01	1,64E+01	5,33E+01	2,99E+01	0
'24-06-16 18:10:40	1,87E+01	1,61E+01	5,36E+01	2,89E+01	1,44E+01	4,90E+01	3,08E+01	1,64E+01	5,32E+01	2,99E+01	0
'24-06-16 18:10:41	1,87E+01	1,61E+01	5,35E+01	2,89E+01	1,44E+01	4,89E+01	3,08E+01	1,64E+01	5,32E+01	2,99E+01	0
'24-06-16 18:10:42	1,87E+01	1,61E+01	5,35E+01	2,89E+01	1,44E+01	4,90E+01	3,08E+01	1,64E+01	5,32E+01	2,99E+01	0
'24-06-16 18:10:43	1,87E+01	1,61E+01	5,35E+01	2,89E+01	1,44E+01	4,89E+01	3,07E+01	1,64E+01	5,32E+01	2,99E+01	0
'24-06-16 18:10:44	1,87E+01	1,61E+01	5,35E+01	2,89E+01	1,44E+01	4,89E+01	3,07E+01	1,64E+01	5,32E+01	2,99E+01	0
'24-06-16 18:10:45	1,87E+01	1,61E+01	5,35E+01	2,89E+01	1,44E+01	4,89E+01	3,07E+01	1,64E+01	5,32E+01	2,99E+01	0
'24-06-16 18:10:46	1,87E+01	1,61E+01	5,35E+01	2,89E+01	1,44E+01	4,89E+01	3,07E+01	1,64E+01	5,32E+01	2,99E+01	0
'24-06-16 18:10:47	1,87E+01	1,60E+01	5,35E+01	2,89E+01	1,44E+01	4,89E+01	3,07E+01	1,64E+01	5,32E+01	2,98E+01	0
'24-06-16 18:10:48	1,87E+01	1,60E+01	5,35E+01	2,89E+01	1,44E+01	4,89E+01	3,07E+01	1,64E+01	5,32E+01	2,98E+01	0
'24-06-16 18:10:49	1,87E+01	1,60E+01	5,35E+01	2,90E+01	1,45E+01	4,89E+01	3,07E+01	1,64E+01	5,31E+01	2,98E+01	0
'24-06-16 18:10:50	1,86E+01	1,60E+01	5,35E+01	2,90E+01	1,45E+01	4,89E+01	3,07E+01	1,64E+01	5,31E+01	2,99E+01	0
'24-06-16 18:10:51	1,86E+01	1,61E+01	5,34E+01	2,90E+01	1,45E+01	4,89E+01	3,07E+01	1,64E+01	5,31E+01	2,98E+01	0
'24-06-16 18:10:52	1,87E+01	1,61E+01	5,34E+01	2,89E+01	1,45E+01	4,89E+01	3,07E+01	1,64E+01	5,31E+01	2,98E+01	0
'24-06-16 18:10:53	1,86E+01	1,60E+01	5,33E+01	2,88E+01	1,44E+01	4,88E+01	3,06E+01	1,63E+01	5,30E+01	2,97E+01	0
'24-06-16 18:10:54	1,86E+01	1,60E+01	5,33E+01	2,88E+01	1,44E+01	4,88E+01	3,06E+01	1,63E+01	5,30E+01	2,97E+01	0
'24-06-16 18:10:55	1,87E+01	1,61E+01	5,34E+01	2,89E+01	1,45E+01	4,89E+01	3,07E+01	1,64E+01	5,31E+01	2,98E+01	0
'24-06-16 18:10:56	1,86E+01	1,60E+01	5,33E+01	2,88E+01	1,44E+01	4,88E+01	3,05E+01	1,63E+01	5,30E+01	2,97E+01	0
'24-06-16 18:10:57	1,87E+01	1,60E+01	5,33E+01	2,88E+01	1,44E+01	4,88E+01	3,05E+01	1,63E+01	5,30E+01	2,97E+01	0
'24-06-16 18:10:58	1,88E+01	1,60E+01	5,34E+01	2,89E+01	1,45E+01	4,88E+01	3,06E+01	1,64E+01	5,31E+01	2,98E+01	0
'24-06-16 18:10:59	1,87E+01	1,59E+01	5,33E+01	2,88E+01	1,44E+01	4,88E+01	3,05E+01	1,63E+01	5,29E+01	2,97E+01	0
'24-06-16 18:11:00	1,87E+01	1,59E+01	5,33E+01	2,88E+01	1,44E+01	4,88E+01	3,05E+01	1,63E+01	5,29E+01	2,97E+01	0
'24-06-16 18:11:01	1,87E+01	1,59E+01	5,32E+01	2,88E+01	1,44E+01	4,88E+01	3,05E+01	1,63E+01	5,29E+01	2,97E+01	0
