File name	WAVE0001.TXT	V 1.11									
Title comment	Nov-20										
Trigger Time	24/06/2011 07:20										
Ch	Mode	Range	Comment	Scaling	Ratio	Offset					
'24-06-11 08:11:42	2,26E+01	2,42E+01	3,57E+01	2,52E+01	2,35E+01	3,81E+01	2,64E+01	2,36E+01	3,71E+01	2,60E+01	0
'24-06-11 08:11:43	2,26E+01	2,42E+01	3,57E+01	2,52E+01	2,34E+01	3,80E+01	2,64E+01	2,36E+01	3,71E+01	2,60E+01	0
'24-06-11 08:11:44	2,26E+01	2,43E+01	3,57E+01	2,52E+01	2,34E+01	3,80E+01	2,64E+01	2,36E+01	3,71E+01	2,60E+01	0
'24-06-11 08:11:45	2,26E+01	2,43E+01	3,57E+01	2,52E+01	2,34E+01	3,81E+01	2,64E+01	2,36E+01	3,71E+01	2,59E+01	0
'24-06-11 08:11:46	2,26E+01	2,43E+01	3,57E+01	2,52E+01	2,35E+01	3,81E+01	2,64E+01	2,36E+01	3,71E+01	2,59E+01	0
'24-06-11 08:11:47	2,26E+01	2,42E+01	3,57E+01	2,52E+01	2,35E+01	3,80E+01	2,64E+01	2,36E+01	3,71E+01	2,59E+01	0
'24-06-11 08:11:48	2,26E+01	2,42E+01	3,57E+01	2,52E+01	2,35E+01	3,80E+01	2,64E+01	2,36E+01	3,71E+01	2,59E+01	0
'24-06-11 08:11:49	2,26E+01	2,42E+01	3,57E+01	2,52E+01	2,35E+01	3,80E+01	2,64E+01	2,36E+01	3,71E+01	2,59E+01	0
'24-06-11 08:11:50	2,26E+01	2,42E+01	3,57E+01	2,52E+01	2,34E+01	3,80E+01	2,64E+01	2,36E+01	3,71E+01	2,59E+01	0
'24-06-11 08:11:51	2,26E+01	2,42E+01	3,57E+01	2,52E+01	2,34E+01	3,80E+01	2,64E+01	2,36E+01	3,71E+01	2,59E+01	0
'24-06-11 08:11:52	2,26E+01	2,42E+01	3,57E+01	2,52E+01	2,34E+01	3,80E+01	2,64E+01	2,36E+01	3,71E+01	2,59E+01	0
'24-06-11 08:11:53	2,26E+01	2,42E+01	3,57E+01	2,51E+01	2,35E+01	3,80E+01	2,64E+01	2,36E+01	3,71E+01	2,59E+01	0
'24-06-11 08:11:54	2,26E+01	2,42E+01	3,57E+01	2,51E+01	2,35E+01	3,80E+01	2,64E+01	2,36E+01	3,71E+01	2,59E+01	0
'24-06-11 08:11:55	2,26E+01	2,42E+01	3,57E+01	2,51E+01	2,35E+01	3,80E+01	2,64E+01	2,36E+01	3,71E+01	2,59E+01	0
'24-06-11 08:11:56	2,25E+01	2,42E+01	3,57E+01	2,51E+01	2,35E+01	3,80E+01	2,63E+01	2,36E+01	3,71E+01	2,59E+01	0
'24-06-11 08:11:57	2,26E+01	2,42E+01	3,57E+01	2,51E+01	2,34E+01	3,80E+01	2,63E+01	2,36E+01	3,71E+01	2,59E+01	0
'24-06-11 08:11:58	2,26E+01	2,42E+01	3,57E+01	2,52E+01	2,35E+01	3,80E+01	2,63E+01	2,36E+01	3,71E+01	2,59E+01	0
'24-06-11 08:11:59	2,26E+01	2,42E+01	3,57E+01	2,51E+01	2,35E+01	3,80E+01	2,63E+01	2,36E+01	3,71E+01	2,59E+01	0
'24-06-11 08:12:00	2,26E+01	2,42E+01	3,57E+01	2,51E+01	2,35E+01	3,80E+01	2,63E+01	2,36E+01	3,71E+01	2,59E+01	0
'24-06-11 08:12:01	2,26E+01	2,42E+01	3,57E+01	2,51E+01	2,35E+01	3,80E+01	2,63E+01	2,36E+01	3,71E+01	2,59E+01	0
'24-06-11 08:12:02	2,26E+01	2,42E+01	3,56E+01	2,51E+01	2,35E+01	3,80E+01	2,63E+01	2,37E+01	3,71E+01	2,59E+01	0
'24-06-11 08:12:03	2,26E+01	2,42E+01	3,56E+01	2,51E+01	2,35E+01	3,80E+01	2,63E+01	2,37E+01	3,71E+01	2,59E+01	0
'24-06-11 08:12:04	2,26E+01	2,42E+01	3,56E+01	2,51E+01	2,35E+01	3,80E+01	2,63E+01	2,37E+01	3,71E+01	2,59E+01	0
'24-06-11 08:12:05	2,26E+01	2,42E+01	3,56E+01	2,51E+01	2,34E+01	3,80E+01	2,62E+01	2,36E+01	3,70E+01	2,59E+01	0
'24-06-11 08:12:06	2,26E+01	2,42E+01	3,55E+01	2,51E+01	2,34E+01	3,80E+01	2,62E+01	2,37E+01	3,70E+01	2,59E+01	0
'24-06-11 08:12:07	2,26E+01	2,42E+01	3,55E+01	2,51E+01	2,34E+01	3,80E+01	2,62E+01	2,37E+01	3,70E+01	2,59E+01	0
'24-06-11 08:12:08	2,26E+01	2,42E+01	3,56E+01	2,52E+01	2,34E+01	3,80E+01	2,62E+01	2,37E+01	3,70E+01	2,59E+01	0
'24-06-11 08:12:09	2,26E+01	2,43E+01	3,55E+01	2,51E+01	2,34E+01	3,79E+01	2,62E+01	2,37E+01	3,70E+01	2,59E+01	0
'24-06-11 08:12:10	2,26E+01	2,42E+01	3,55E+01	2,51E+01	2,34E+01	3,79E+01	2,62E+01	2,37E+01	3,70E+01	2,59E+01	0
'24-06-11 08:12:11	2,26E+01	2,42E+01	3,55E+01	2,51E+01	2,34E+01	3,79E+01	2,62E+01	2,37E+01	3,70E+01	2,59E+01	0
'24-06-11 08:12:12	2,26E+01	2,42E+01	3,55E+01	2,52E+01	2,34E+01	3,79E+01	2,62E+01	2,37E+01	3,70E+01	2,59E+01	0
'24-06-11 08:12:13	2,26E+01	2,42E+01	3,55E+01	2,51E+01	2,34E+01	3,79E+01	2,62E+01	2,37E+01	3,70E+01	2,59E+01	0
'24-06-11 08:12:14	2,26E+01	2,42E+01	3,55E+01	2,51E+01	2,34E+01	3,79E+01	2,62E+01	2,37E+01	3,70E+01	2,58E+01	0
'24-06-11 08:12:15	2,26E+01	2,42E+01	3,55E+01	2,51E+01	2,34E+01	3,78E+01	2,62E+01	2,37E+01	3,69E+01	2,58E+01	0
'24-06-11 08:12:16	2,26E+01	2,42E+01	3,54E+01	2,51E+01	2,34E+01	3,78E+01	2,61E+01	2,37E+01	3,70E+01	2,59E+01	0
'24-06-11 08:12:17	2,26E+01	2,42E+01	3,54E+01	2,51E+01	2,34E+01	3,78E+01	2,61E+01	2,37E+01	3,70E+01	2,59E+01	0
'24-06-11 08:12:18	2,26E+01	2,42E+01	3,54E+01	2,51E+01	2,34E+01	3,78E+01	2,61E+01	2,37E+01	3,70E+01	2,58E+01	0
'24-06-11 08:12:19	2,26E+01	2,42E+01	3,54E+01	2,51E+01	2,34E+01	3,78E+01	2,61E+01	2,37E+01	3,69E+01	2,58E+01	0
'24-06-11 08:12:20	2,26E+01	2,42E+01	3,54E+01	2,51E+01	2,34E+01	3,78E+01	2,61E+01	2,37E+01	3,69E+01	2,58E+01	0
'24-06-11 08:12:21	2,26E+01	2,42E+01	3,54E+01	2,51E+01	2,34E+01	3,78E+01	2,61E+01	2,37E+01	3,69E+01	2,58E+01	0
'24-06-11 08:12:22	2,26E+01	2,42E+01	3,54E+01	2,51E+01	2,34E+01	3,78E+01	2,61E+01	2,37E+01	3,69E+01	2,58E+01	0
'24-06-11 08:12:23	2,26E+01	2,42E+01	3,54E+01	2,51E+01	2,34E+01	3,78E+01	2,61E+01	2,37E+01	3,69E+01	2,58E+01	0
'24-06-11 08:12:24	2,26E+01	2,42E+01	3,53E+01	2,51E+01	2,34E+01	3,77E+01	2,60E+01	2,37E+01	3,69E+01	2,58E+01	0
'24-06-11 08:12:25	2,26E+01	2,42E+01	3,53E+01	2,51E+01	2,34E+01	3,78E+01	2,60E+01	2,37E+01	3,69E+01	2,58E+01	0
'24-06-11 08:12:26	2,26E+01	2,42E+01	3,53E+01	2,51E+01	2,35E+01	3,77E+01	2,60E+01	2,37E+01	3,69E+01	2,58E+01	0
'24-06-11 08:12:27	2,26E+01	2,42E+01	3,53E+01	2,51E+01	2,34E+01	3,77E+01	2,60E+01	2,37E+01	3,69E+01	2,58E+01	0
'24-06-11 08:12:28	2,26E+01	2,42E+01	3,54E+01	2,51E+01	2,34E+01	3,77E+01	2,60E+01	2,37E+01	3,69E+01	2,58E+01	0
'24-06-11 08:12:29	2,26E+01	2,42E+01	3,53E+01	2,51E+01	2,34E+01	3,77E+01	2,60E+01	2,37E+01	3,69E+01	2,58E+01	0
'24-06-11 08:12:30	2,26E+01	2,42E+01	3,53E+01	2,51E+01	2,34E+01	3,77E+01	2,60E+01	2,37E+01	3,69E+01	2,58E+01	0
'24-06-11 08:12:31	2,26E+01	2,42E+01	3,53E+01	2,51E+01	2,34E+01	3,77E+01	2,60E+01	2,37E+01	3,69E+01	2,58E+01	0
'24-06-11 08:12:32	2,26E+01	2,42E+01	3,53E+01	2,51E+01	2,34E+01	3,77E+01	2,60E+01	2,37E+01	3,69E+01	2,57E+01	0
'24-06-11 08:12:33	2,26E+01	2,42E+01	3,53E+01	2,51E+01	2,34E+01	3,77E+01	2,60E+01	2,37E+01	3,68E+01	2,57E+01	0
'24-06-11 08:12:34	2,26E+01	2,42E+01	3,53E+01	2,51E+01	2,34E+01	3,77E+01	2,60E+01	2,37E+01	3,68E+01	2,57E+01	0
'24-06-11 08:12:35	2,26E+01	2,42E+01	3,53E+01	2,51E+01	2,34E+01	3,77E+01	2,60E+01	2,37E+01	3,68E+01	2,57E+01	0
'24-06-11 08:12:36	2,26E+01	2,42E+01	3,52E+01	2,51E+01	2,34E+01	3,76E+01	2,60E+01	2,37E+01	3,68E+01	2,57E+01	0
'24-06-11 08:12:37	2,26E+01	2,42E+01	3,52E+01	2,51E+01	2,34E+01	3,77E+01	2,60E+01	2,37E+01	3,68E+01	2,57E+01	0
'24-06-11 08:12:38	2,26E+01	2,42E+01	3,52E+01	2,51E+01	2,34E+01	3,77E+01	2,60E+01	2,37E+01	3,68E+01	2,57E+01	0
'24-06-11 08:12:39	2,26E+01	2,42E+01	3,52E+01	2,51E+01	2,34E+01	3,77E+01	2,60E+01	2,37E+01	3,68E+01	2,57E+01	0
'24-06-11 08:12:40	2,26E+01	2,41E+01	3,52E+01	2,51E+01	2,34E+01	3,77E+01	2,60E+01	2,37E+01	3,68E+01	2,56E+01	0
'24-06-11 08:12:41	2,26E+01	2,42E+01	3,52E+01	2,51E+01	2,34E+01	3,77E+01	2,60E+01	2,37E+01	3,68E+01	2,56E+01	0
'24-06-11 08:12:42	2,26E+01	2,41E+01	3,52E+01	2,51E+01	2,34E+01	3,77E+01	2,60E+01	2,37E+01	3,68E+01	2,56E+01	0
'24-06-11 08:12:43	2,26E+01	2,41E+01	3,52E+01	2,51E+01	2,34E+01	3,77E+01	2,60E+01	2,37E+01	3,67E+01	2,57E+01	0
'24-06-11 08:12:44	2,26E+01	2,41E+01	3,52E+01	2,51E+01	2,34E+01	3,77E+01	2,61E+01	2,37E+01	3,67E+01	2,57E+01	0
'24-06-11 08:12:45	2,26E+01	2,41E+01	3,52E+01	2,51E+01	2,34E+01	3,77E+01	2,61E+01	2,37E+01	3,67E+01	2,56E+01	0
'24-06-11 08:12:46	2,26E+01	2,42E+01	3,52E+01	2,51E+01	2,34E+01	3,77E+01	2,61E+01	2,37E+01	3,67E+01	2,57E+01	0
'24-06-11 08:12:47	2,26E+01	2,42E+01	3,52E+01	2,51E+01	2,34E+01	3,77E+01	2,60E+01	2,37E+01	3,66E+01	2,56E+01	0
'24-06-11 08:12:48	2,26E+01	2,42E+01	3,52E+01	2,51E+01	2,34E+01	3,77E+01	2,60E+01	2,37E+01	3,66E+01	2,57E+01	0
'24-06-11 08:12:49	2,26E+01	2,42E+01	3,52E+01	2,51E+01	2,34E+01	3,76E+01	2,61E+01	2,37E+01	3,66E+01	2,57E+01	0
'24-06-11 08:12:50	2,26E+01	2,42E+01	3,52E+01	2,52E+01	2,34E+01	3,76E+01	2,60E+01	2,37E+01	3,65E+01	2,57E+01	0
'24-06-11 08:12:51	2,26E+01	2,42E+01	3,52E+01	2,51E+01	2,34E+01	3,76E+01	2,60E+01	2,37E+01	3,65E+01	2,56E+01	0
'24-06-11 08:12:52	2,26E+01	2,42E+01	3,52E+01	2,51E+01	2,34E+01	3,75E+01	2,61E+01	2,37E+01	3,65E+01	2,56E+01	0
'24-06-11 08:12:53	2,26E+01	2,42E+01	3,52E+01	2,52E+01	2,34E+01	3,75E+01	2,60E+01	2,37E+01	3,65E+01	2,56E+01	0
'24-06-11 08:12:54	2,26E+01	2,42E+01	3,52E+01	2,52E+01	2,34E+01	3,75E+01	2,60E+01	2,37E+01	3,65E+01	2,56E+01	0
'24-06-11 08:12:55	2,26E+01	2,42E+01	3,52E+01	2,51E+01	2,34E+01	3,75E+01	2,60E+01	2,37E+01	3,65E+01	2,56E+01	0
'24-06-11 08:12:56	2,26E+01	2,42E+01	3,51E+01	2,52E+01	2,34E+01	3,75E+01	2,60E+01	2,37E+01	3,65E+01	2,56E+01	0
'24-06-11 08:12:57	2,26E+01	2,42E+01	3,51E+01	2,52E+01	2,34E+01	3,74E+01	2,60E+01	2,36E+01	3,64E+01	2,56E+01	0
'24-06-11 08:12:58	2,26E+01	2,42E+01	3,51E+01	2,51E+01	2,34E+01	3,74E+01	2,60E+01	2,36E+01	3,64E+01	2,56E+01	0
'24-06-11 08:12:59	2,26E+01	2,42E+01	3,50E+01	2,51E+01	2,34E+01	3,74E+01	2,60E+01	2,36E+01	3,65E+01	2,56E+01	0
'24-06-11 08:13:00	2,26E+01	2,42E+01	3,50E+01	2,51E+01	2,34E+01	3,74E+01	2,60E+01	2,36E+01	3,65E+01	2,56E+01	0
'24-06-11 08:13:01	2,26E+01	2,42E+01	3,50E+01	2,51E+01	2,34E+01	3,73E+01	2,60E+01	2,36E+01	3,65E+01	2,56E+01	0
'24-06-11 08:13:02	2,26E+01	2,42E+01	3,49E+01	2,51E+01	2,34E+01	3,73E+01	2,60E+01	2,36E+01	3,65E+01	2,56E+01	0
'24-06-11 08:13:03	2,26E+01	2,42E+01	3,49E+01	2,51E+01	2,34E+01	3,73E+01	2,60E+01	2,37E+01	3,65E+01	2,56E+01	0
'24-06-11 08:13:04	2,26E+01	2,42E+01	3,48E+01	2,51E+01	2,34E+01	3,74E+01	2,60E+01	2,36E+01	3,65E+01	2,56E+01	0
'24-06-11 08:13:05	2,26E+01	2,42E+01	3,48E+01	2,51E+01	2,34E+01	3,74E+01	2,60E+01	2,37E+01	3,65E+01	2,56E+01	0
'24-06-11 08:13:06	2,26E+01	2,42E+01	3,48E+01	2,51E+01	2,34E+01	3,74E+01	2,60E+01	2,36E+01	3,65E+01	2,56E+01	0
'24-06-11 08:13:07	2,26E+01	2,42E+01	3,48E+01	2,51E+01	2,34E+01	3,73E+01	2,60E+01	2,37E+01	3,65E+01	2,56E+01	0
'24-06-11 08:13:08	2,26E+01	2,42E+01	3,48E+01	2,51E+01	2,34E+01	3,73E+01	2,60E+01	2,37E+01	3,65E+01	2,56E+01	0
'24-06-11 08:13:09	2,26E+01	2,42E+01	3,48E+01	2,51E+01	2,34E+01	3,73E+01	2,60E+01	2,37E+01	3,65E+01	2,56E+01	0
'24-06-11 08:13:10	2,26E+01	2,42E+01	3,48E+01	2,51E+01	2,34E+01	3,73E+01	2,60E+01	2,37E+01	3,65E+01	2,56E+01	0
'24-06-11 08:13:11	2,26E+01	2,42E+01	3,48E+01	2,51E+01	2,34E+01	3,73E+01	2,60E+01	2,37E+01	3,65E+01	2,56E+01	0
'24-06-11 08:13:12	2,26E+01	2,41E+01	3,48E+01	2,51E+01	2,34E+01	3,73E+01	2,60E+01	2,37E+01	3,65E+01	2,56E+01	0
'24-06-11 08:13:13	2,26E+01	2,42E+01	3,48E+01	2,51E+01	2,34E+01	3,73E+01	2,60E+01	2,37E+01	3,66E+01	2,56E+01	0
'24-06-11 08:13:14	2,26E+01	2,42E+01	3,48E+01	2,51E+01	2,34E+01	3,73E+01	2,60E+01	2,37E+01	3,66E+01	2,56E+01	0
'24-06-11 08:13:15	2,26E+01	2,42E+01	3,48E+01	2,51E+01	2,34E+01	3,73E+01	2,60E+01	2,37E+01	3,66E+01	2,56E+01	0
'24-06-11 08:13:16	2,26E+01	2,42E+01	3,49E+01	2,51E+01	2,34E+01	3,72E+01	2,60E+01	2,37E+01	3,66E+01	2,56E+01	0
'24-06-11 08:13:17	2,26E+01	2,42E+01	3,49E+01	2,51E+01	2,34E+01	3,73E+01	2,60E+01	2,37E+01	3,66E+01	2,56E+01	0
'24-06-11 08:13:18	2,26E+01	2,42E+01	3,49E+01	2,51E+01	2,34E+01	3,73E+01	2,60E+01	2,37E+01	3,66E+01	2,56E+01	0
'24-06-11 08:13:19	2,26E+01	2,42E+01	3,49E+01	2,51E+01	2,34E+01	3,73E+01	2,60E+01	2,37E+01	3,66E+01	2,56E+01	0
'24-06-11 08:13:20	2,26E+01	2,42E+01	3,49E+01	2,51E+01	2,34E+01	3,73E+01	2,59E+01	2,37E+01	3,66E+01	2,56E+01	0
'24-06-11 08:13:21	2,26E+01	2,42E+01	3,49E+01	2,51E+01	2,34E+01	3,73E+01	2,59E+01	2,37E+01	3,66E+01	2,56E+01	0
'24-06-11 08:13:22	2,26E+01	2,42E+01	3,49E+01	2,51E+01	2,34E+01	3,73E+01	2,59E+01	2,37E+01	3,66E+01	2,56E+01	0
'24-06-11 08:13:23	2,26E+01	2,42E+01	3,48E+01	2,51E+01	2,34E+01	3,73E+01	2,59E+01	2,37E+01	3,66E+01	2,56E+01	0
'24-06-11 08:13:24	2,26E+01	2,42E+01	3,48E+01	2,51E+01	2,34E+01	3,73E+01	2,59E+01	2,37E+01	3,66E+01	2,56E+01	0
'24-06-11 08:13:25	2,26E+01	2,42E+01	3,48E+01	2,51E+01	2,34E+01	3,73E+01	2,59E+01	2,37E+01	3,66E+01	2,56E+01	0
'24-06-11 08:13:26	2,26E+01	2,42E+01	3,48E+01	2,51E+01	2,34E+01	3,73E+01	2,59E+01	2,37E+01	3,66E+01	2,56E+01	0
'24-06-11 08:13:27	2,26E+01	2,42E+01	3,48E+01	2,51E+01	2,34E+01	3,73E+01	2,59E+01	2,37E+01	3,66E+01	2,56E+01	0
'24-06-11 08:13:28	2,26E+01	2,42E+01	3,48E+01	2,51E+01	2,34E+01	3,73E+01	2,58E+01	2,37E+01	3,66E+01	2,56E+01	0
'24-06-11 08:13:29	2,26E+01	2,42E+01	3,48E+01	2,51E+01	2,34E+01	3,73E+01	2,58E+01	2,37E+01	3,66E+01	2,56E+01	0
'24-06-11 08:13:30	2,26E+01	2,42E+01	3,48E+01	2,51E+01	2,34E+01	3,73E+01	2,58E+01	2,37E+01	3,66E+01	2,56E+01	0
'24-06-11 08:13:31	2,26E+01	2,42E+01	3,49E+01	2,51E+01	2,34E+01	3,73E+01	2,58E+01	2,38E+01	3,66E+01	2,56E+01	0
'24-06-11 08:13:32	2,26E+01	2,42E+01	3,49E+01	2,51E+01	2,34E+01	3,73E+01	2,58E+01	2,37E+01	3,66E+01	2,56E+01	0
'24-06-11 08:13:33	2,26E+01	2,42E+01	3,49E+01	2,51E+01	2,34E+01	3,73E+01	2,58E+01	2,38E+01	3,66E+01	2,56E+01	0
'24-06-11 08:13:34	2,26E+01	2,42E+01	3,49E+01	2,51E+01	2,34E+01	3,73E+01	2,58E+01	2,37E+01	3,66E+01	2,56E+01	0
'24-06-11 08:13:35	2,26E+01	2,42E+01	3,49E+01	2,51E+01	2,34E+01	3,73E+01	2,57E+01	2,37E+01	3,66E+01	2,56E+01	0
'24-06-11 08:13:36	2,26E+01	2,42E+01	3,49E+01	2,51E+01	2,34E+01	3,73E+01	2,58E+01	2,37E+01	3,66E+01	2,56E+01	0
'24-06-11 08:13:37	2,26E+01	2,42E+01	3,49E+01	2,50E+01	2,34E+01	3,73E+01	2,57E+01	2,37E+01	3,66E+01	2,56E+01	0
'24-06-11 08:13:38	2,26E+01	2,42E+01	3,49E+01	2,50E+01	2,34E+01	3,73E+01	2,57E+01	2,37E+01	3,66E+01	2,56E+01	0
'24-06-11 08:13:39	2,26E+01	2,42E+01	3,49E+01	2,50E+01	2,34E+01	3,73E+01	2,57E+01	2,37E+01	3,66E+01	2,56E+01	0
'24-06-11 08:13:40	2,26E+01	2,42E+01	3,49E+01	2,50E+01	2,34E+01	3,73E+01	2,57E+01	2,37E+01	3,66E+01	2,56E+01	0
'24-06-11 08:13:41	2,26E+01	2,42E+01	3,49E+01	2,50E+01	2,34E+01	3,73E+01	2,57E+01	2,37E+01	3,65E+01	2,56E+01	0
'24-06-11 08:13:42	2,26E+01	2,42E+01	3,50E+01	2,49E+01	2,34E+01	3,73E+01	2,57E+01	2,37E+01	3,65E+01	2,56E+01	0
'24-06-11 08:13:43	2,26E+01	2,42E+01	3,50E+01	2,49E+01	2,34E+01	3,73E+01	2,57E+01	2,37E+01	3,65E+01	2,56E+01	0
'24-06-11 08:13:44	2,26E+01	2,42E+01	3,49E+01	2,49E+01	2,34E+01	3,73E+01	2,57E+01	2,37E+01	3,65E+01	2,56E+01	0
'24-06-11 08:13:45	2,26E+01	2,42E+01	3,49E+01	2,49E+01	2,34E+01	3,73E+01	2,57E+01	2,37E+01	3,65E+01	2,56E+01	0
'24-06-11 08:13:46	2,26E+01	2,42E+01	3,49E+01	2,49E+01	2,34E+01	3,73E+01	2,57E+01	2,37E+01	3,66E+01	2,56E+01	0
'24-06-11 08:13:47	2,26E+01	2,42E+01	3,49E+01	2,49E+01	2,34E+01	3,73E+01	2,57E+01	2,37E+01	3,65E+01	2,56E+01	0
'24-06-11 08:13:48	2,26E+01	2,42E+01	3,50E+01	2,49E+01	2,34E+01	3,72E+01	2,57E+01	2,37E+01	3,65E+01	2,56E+01	0
'24-06-11 08:13:49	2,26E+01	2,42E+01	3,50E+01	2,49E+01	2,34E+01	3,72E+01	2,57E+01	2,37E+01	3,65E+01	2,56E+01	0
'24-06-11 08:13:50	2,26E+01	2,42E+01	3,50E+01	2,49E+01	2,34E+01	3,72E+01	2,57E+01	2,37E+01	3,65E+01	2,56E+01	0
'24-06-11 08:13:51	2,26E+01	2,41E+01	3,50E+01	2,49E+01	2,34E+01	3,72E+01	2,57E+01	2,37E+01	3,65E+01	2,56E+01	0
'24-06-11 08:13:52	2,26E+01	2,42E+01	3,50E+01	2,49E+01	2,34E+01	3,72E+01	2,57E+01	2,37E+01	3,65E+01	2,56E+01	0
'24-06-11 08:13:53	2,26E+01	2,41E+01	3,50E+01	2,49E+01	2,34E+01	3,73E+01	2,57E+01	2,37E+01	3,65E+01	2,56E+01	0
'24-06-11 08:13:54	2,26E+01	2,42E+01	3,50E+01	2,49E+01	2,34E+01	3,72E+01	2,58E+01	2,37E+01	3,65E+01	2,56E+01	0
'24-06-11 08:13:55	2,26E+01	2,42E+01	3,50E+01	2,49E+01	2,34E+01	3,72E+01	2,58E+01	2,37E+01	3,64E+01	2,56E+01	0
'24-06-11 08:13:56	2,27E+01	2,42E+01	3,50E+01	2,49E+01	2,34E+01	3,72E+01	2,57E+01	2,37E+01	3,64E+01	2,56E+01	0
'24-06-11 08:13:57	2,26E+01	2,42E+01	3,50E+01	2,48E+01	2,34E+01	3,72E+01	2,57E+01	2,37E+01	3,64E+01	2,56E+01	0
'24-06-11 08:13:58	2,26E+01	2,42E+01	3,50E+01	2,48E+01	2,34E+01	3,72E+01	2,57E+01	2,37E+01	3,64E+01	2,56E+01	0
'24-06-11 08:13:59	2,26E+01	2,42E+01	3,50E+01	2,49E+01	2,34E+01	3,71E+01	2,57E+01	2,37E+01	3,64E+01	2,56E+01	0
'24-06-11 08:14:00	2,26E+01	2,42E+01	3,50E+01	2,48E+01	2,34E+01	3,72E+01	2,57E+01	2,37E+01	3,64E+01	2,56E+01	0
'24-06-11 08:14:01	2,26E+01	2,42E+01	3,50E+01	2,48E+01	2,34E+01	3,72E+01	2,57E+01	2,37E+01	3,64E+01	2,56E+01	0
'24-06-11 08:14:02	2,26E+01	2,42E+01	3,50E+01	2,48E+01	2,34E+01	3,72E+01	2,57E+01	2,37E+01	3,64E+01	2,56E+01	0
'24-06-11 08:14:03	2,26E+01	2,42E+01	3,49E+01	2,48E+01	2,34E+01	3,72E+01	2,57E+01	2,37E+01	3,63E+01	2,56E+01	0
'24-06-11 08:14:04	2,26E+01	2,42E+01	3,49E+01	2,48E+01	2,34E+01	3,72E+01	2,57E+01	2,37E+01	3,63E+01	2,56E+01	0
'24-06-11 08:14:05	2,27E+01	2,42E+01	3,49E+01	2,48E+01	2,34E+01	3,72E+01	2,57E+01	2,37E+01	3,63E+01	2,56E+01	0
'24-06-11 08:14:06	2,26E+01	2,42E+01	3,49E+01	2,48E+01	2,34E+01	3,72E+01	2,57E+01	2,37E+01	3,63E+01	2,56E+01	0
'24-06-11 08:14:07	2,27E+01	2,42E+01	3,49E+01	2,48E+01	2,34E+01	3,71E+01	2,57E+01	2,37E+01	3,63E+01	2,56E+01	0
'24-06-11 08:14:08	2,26E+01	2,42E+01	3,49E+01	2,47E+01	2,34E+01	3,71E+01	2,57E+01	2,37E+01	3,63E+01	2,56E+01	0
'24-06-11 08:14:09	2,27E+01	2,41E+01	3,49E+01	2,47E+01	2,34E+01	3,71E+01	2,57E+01	2,37E+01	3,63E+01	2,56E+01	0
'24-06-11 08:14:10	2,27E+01	2,42E+01	3,49E+01	2,48E+01	2,34E+01	3,71E+01	2,57E+01	2,37E+01	3,63E+01	2,55E+01	0
'24-06-11 08:14:11	2,27E+01	2,42E+01	3,49E+01	2,47E+01	2,34E+01	3,71E+01	2,56E+01	2,37E+01	3,63E+01	2,55E+01	0
'24-06-11 08:14:12	2,26E+01	2,41E+01	3,48E+01	2,47E+01	2,34E+01	3,71E+01	2,56E+01	2,36E+01	3,63E+01	2,55E+01	0
'24-06-11 08:14:13	2,27E+01	2,41E+01	3,48E+01	2,47E+01	2,34E+01	3,71E+01	2,56E+01	2,36E+01	3,62E+01	2,55E+01	0
'24-06-11 08:14:14	2,27E+01	2,41E+01	3,48E+01	2,47E+01	2,34E+01	3,71E+01	2,56E+01	2,36E+01	3,62E+01	2,55E+01	0
'24-06-11 08:14:15	2,27E+01	2,41E+01	3,48E+01	2,47E+01	2,34E+01	3,71E+01	2,56E+01	2,36E+01	3,62E+01	2,55E+01	0
'24-06-11 08:14:16	2,27E+01	2,41E+01	3,48E+01	2,47E+01	2,34E+01	3,71E+01	2,56E+01	2,36E+01	3,62E+01	2,55E+01	0
'24-06-11 08:14:17	2,27E+01	2,41E+01	3,47E+01	2,47E+01	2,34E+01	3,71E+01	2,56E+01	2,36E+01	3,62E+01	2,56E+01	0
'24-06-11 08:14:18	2,26E+01	2,41E+01	3,47E+01	2,47E+01	2,34E+01	3,71E+01	2,56E+01	2,36E+01	3,62E+01	2,55E+01	0
'24-06-11 08:14:19	2,26E+01	2,42E+01	3,47E+01	2,47E+01	2,34E+01	3,71E+01	2,56E+01	2,36E+01	3,62E+01	2,55E+01	0
'24-06-11 08:14:20	2,26E+01	2,42E+01	3,47E+01	2,47E+01	2,34E+01	3,71E+01	2,56E+01	2,36E+01	3,61E+01	2,55E+01	0
'24-06-11 08:14:21	2,26E+01	2,42E+01	3,47E+01	2,47E+01	2,34E+01	3,70E+01	2,56E+01	2,36E+01	3,61E+01	2,55E+01	0
'24-06-11 08:14:22	2,26E+01	2,42E+01	3,48E+01	2,47E+01	2,34E+01	3,70E+01	2,56E+01	2,36E+01	3,61E+01	2,55E+01	0
'24-06-11 08:14:23	2,26E+01	2,42E+01	3,48E+01	2,47E+01	2,34E+01	3,70E+01	2,56E+01	2,36E+01	3,61E+01	2,55E+01	0
'24-06-11 08:14:24	2,26E+01	2,42E+01	3,47E+01	2,47E+01	2,34E+01	3,70E+01	2,56E+01	2,36E+01	3,61E+01	2,55E+01	0
