File name	WAVE0002.TXT	V 1.11									
Title comment	Nov-20										
Trigger Time	24/06/2011 15:39										
Ch	Mode	Range	Comment	Scaling	Ratio	Offset					
CH-1	Tc	2000 C	P11	Off	-	-					
CH-2	Tc	2000 C	P12	Off	-	-					
CH-3	Tc	2000 C	P13	Off	-	-					
CH-4	Tc	2000 C	P14	Off	-	-					
CH-5	Tc	2000 C	P15	Off	-	-					
CH-6	Tc	2000 C	P16	Off	-	-					
CH-7	Tc	2000 C	P17	Off	-	-					
CH-8	Tc	2000 C	P18	Off	-	-					
CH-9	Tc	2000 C	P19	Off	-	-					
CH-10	Tc	2000 C	P20	Off	-	-					
Time	CH-1[C]	CH-2[C]	CH-3[C]	CH-4[C]	CH-5[C]	CH-6[C]	CH-7[C]	CH-8[C]	CH-9[C]	CH-10[C]	Event
'24-06-11 16:29:13	2,06E+01	1,71E+01	2,80E+01	2,03E+01	1,69E+01	3,29E+01	2,00E+01	1,69E+01	3,34E+01	1,99E+01	0
'24-06-11 16:29:14	2,06E+01	1,71E+01	2,80E+01	2,03E+01	1,69E+01	3,30E+01	2,00E+01	1,69E+01	3,34E+01	1,99E+01	0
'24-06-11 16:29:15	2,06E+01	1,71E+01	2,80E+01	2,03E+01	1,69E+01	3,30E+01	2,00E+01	1,69E+01	3,34E+01	1,99E+01	0
'24-06-11 16:29:16	2,06E+01	1,71E+01	2,80E+01	2,03E+01	1,69E+01	3,31E+01	2,00E+01	1,69E+01	3,35E+01	1,99E+01	0
'24-06-11 16:29:17	2,06E+01	1,71E+01	2,80E+01	2,03E+01	1,69E+01	3,31E+01	2,00E+01	1,69E+01	3,35E+01	1,99E+01	0
'24-06-11 16:29:18	2,06E+01	1,71E+01	2,80E+01	2,03E+01	1,69E+01	3,31E+01	2,00E+01	1,68E+01	3,35E+01	1,99E+01	0
'24-06-11 16:29:19	2,06E+01	1,71E+01	2,80E+01	2,03E+01	1,69E+01	3,31E+01	2,00E+01	1,68E+01	3,36E+01	1,99E+01	0
'24-06-11 16:29:20	2,06E+01	1,71E+01	2,80E+01	2,03E+01	1,69E+01	3,30E+01	2,00E+01	1,68E+01	3,36E+01	1,99E+01	0
'24-06-11 16:29:21	2,07E+01	1,71E+01	2,80E+01	2,03E+01	1,69E+01	3,30E+01	2,00E+01	1,68E+01	3,36E+01	1,99E+01	0
'24-06-11 16:29:22	2,06E+01	1,71E+01	2,80E+01	2,03E+01	1,69E+01	3,30E+01	2,00E+01	1,69E+01	3,36E+01	1,99E+01	0
'24-06-11 16:29:23	2,06E+01	1,72E+01	2,80E+01	2,03E+01	1,69E+01	3,30E+01	2,00E+01	1,69E+01	3,36E+01	1,99E+01	0
'24-06-11 16:29:24	2,06E+01	1,71E+01	2,80E+01	2,03E+01	1,69E+01	3,30E+01	2,00E+01	1,69E+01	3,35E+01	1,99E+01	0
'24-06-11 16:29:25	2,06E+01	1,71E+01	2,80E+01	2,03E+01	1,69E+01	3,30E+01	2,00E+01	1,69E+01	3,36E+01	1,98E+01	0
'24-06-11 16:29:26	2,06E+01	1,71E+01	2,80E+01	2,03E+01	1,69E+01	3,30E+01	2,00E+01	1,69E+01	3,36E+01	1,99E+01	0
'24-06-11 16:29:27	2,06E+01	1,71E+01	2,80E+01	2,03E+01	1,69E+01	3,30E+01	2,00E+01	1,69E+01	3,36E+01	1,99E+01	0
'24-06-11 16:29:28	2,06E+01	1,71E+01	2,80E+01	2,03E+01	1,69E+01	3,30E+01	2,00E+01	1,69E+01	3,36E+01	1,99E+01	0
'24-06-11 16:29:29	2,06E+01	1,72E+01	2,80E+01	2,03E+01	1,69E+01	3,30E+01	2,00E+01	1,69E+01	3,36E+01	1,99E+01	0
'24-06-11 16:29:30	2,06E+01	1,72E+01	2,80E+01	2,03E+01	1,70E+01	3,30E+01	2,00E+01	1,69E+01	3,36E+01	1,99E+01	0
'24-06-11 16:29:31	2,06E+01	1,72E+01	2,79E+01	2,03E+01	1,70E+01	3,31E+01	2,00E+01	1,69E+01	3,36E+01	1,98E+01	0
'24-06-11 16:29:32	2,06E+01	1,72E+01	2,79E+01	2,03E+01	1,69E+01	3,30E+01	2,00E+01	1,69E+01	3,37E+01	1,98E+01	0
'24-06-11 16:29:33	2,06E+01	1,72E+01	2,79E+01	2,03E+01	1,69E+01	3,30E+01	2,00E+01	1,69E+01	3,37E+01	1,99E+01	0
'24-06-11 16:29:34	2,06E+01	1,72E+01	2,79E+01	2,03E+01	1,69E+01	3,30E+01	2,00E+01	1,69E+01	3,37E+01	1,99E+01	0
'24-06-11 16:29:35	2,06E+01	1,72E+01	2,79E+01	2,03E+01	1,69E+01	3,29E+01	2,00E+01	1,69E+01	3,37E+01	1,98E+01	0
'24-06-11 16:29:36	2,06E+01	1,72E+01	2,79E+01	2,03E+01	1,69E+01	3,29E+01	2,00E+01	1,69E+01	3,37E+01	1,99E+01	0
'24-06-11 16:29:37	2,06E+01	1,72E+01	2,79E+01	2,03E+01	1,69E+01	3,29E+01	2,00E+01	1,70E+01	3,37E+01	1,99E+01	0
'24-06-11 16:29:38	2,06E+01	1,72E+01	2,78E+01	2,03E+01	1,69E+01	3,29E+01	2,00E+01	1,69E+01	3,37E+01	1,99E+01	0
'24-06-11 16:29:39	2,06E+01	1,72E+01	2,78E+01	2,03E+01	1,69E+01	3,30E+01	1,99E+01	1,70E+01	3,37E+01	1,99E+01	0
'24-06-11 16:29:40	2,06E+01	1,72E+01	2,78E+01	2,03E+01	1,68E+01	3,29E+01	2,00E+01	1,70E+01	3,36E+01	1,99E+01	0
'24-06-11 16:29:41	2,06E+01	1,72E+01	2,78E+01	2,02E+01	1,69E+01	3,29E+01	2,00E+01	1,70E+01	3,36E+01	1,99E+01	0
'24-06-11 16:29:42	2,06E+01	1,72E+01	2,79E+01	2,03E+01	1,69E+01	3,28E+01	1,99E+01	1,70E+01	3,35E+01	1,99E+01	0
'24-06-11 16:29:43	2,06E+01	1,72E+01	2,79E+01	2,02E+01	1,69E+01	3,28E+01	2,00E+01	1,70E+01	3,35E+01	1,99E+01	0
'24-06-11 16:29:44	2,06E+01	1,72E+01	2,78E+01	2,02E+01	1,69E+01	3,28E+01	2,00E+01	1,70E+01	3,35E+01	1,99E+01	0
'24-06-11 16:29:45	2,06E+01	1,72E+01	2,79E+01	2,02E+01	1,69E+01	3,27E+01	2,00E+01	1,70E+01	3,35E+01	1,99E+01	0
'24-06-11 16:29:46	2,06E+01	1,72E+01	2,78E+01	2,02E+01	1,69E+01	3,27E+01	2,00E+01	1,70E+01	3,35E+01	1,99E+01	0
'24-06-11 16:29:47	2,06E+01	1,72E+01	2,78E+01	2,02E+01	1,68E+01	3,26E+01	2,00E+01	1,69E+01	3,35E+01	1,99E+01	0
'24-06-11 16:29:48	2,06E+01	1,72E+01	2,78E+01	2,02E+01	1,68E+01	3,26E+01	2,00E+01	1,69E+01	3,35E+01	1,98E+01	0
'24-06-11 16:29:49	2,06E+01	1,72E+01	2,78E+01	2,02E+01	1,68E+01	3,26E+01	2,00E+01	1,69E+01	3,35E+01	1,99E+01	0
'24-06-11 16:29:50	2,06E+01	1,72E+01	2,78E+01	2,02E+01	1,68E+01	3,26E+01	2,00E+01	1,69E+01	3,35E+01	1,99E+01	0
'24-06-11 16:29:51	2,06E+01	1,72E+01	2,78E+01	2,03E+01	1,68E+01	3,25E+01	2,00E+01	1,69E+01	3,34E+01	1,99E+01	0
'24-06-11 16:29:52	2,07E+01	1,72E+01	2,78E+01	2,03E+01	1,69E+01	3,25E+01	2,00E+01	1,69E+01	3,35E+01	1,99E+01	0
'24-06-11 16:29:53	2,06E+01	1,72E+01	2,78E+01	2,03E+01	1,69E+01	3,25E+01	2,00E+01	1,69E+01	3,35E+01	1,99E+01	0
'24-06-11 16:29:54	2,06E+01	1,72E+01	2,78E+01	2,03E+01	1,69E+01	3,25E+01	2,00E+01	1,68E+01	3,35E+01	1,99E+01	0
'24-06-11 16:29:55	2,06E+01	1,72E+01	2,77E+01	2,03E+01	1,69E+01	3,25E+01	2,00E+01	1,68E+01	3,35E+01	1,99E+01	0
'24-06-11 16:29:56	2,06E+01	1,73E+01	2,77E+01	2,03E+01	1,69E+01	3,25E+01	2,00E+01	1,69E+01	3,35E+01	1,99E+01	0
'24-06-11 16:29:57	2,06E+01	1,73E+01	2,77E+01	2,03E+01	1,69E+01	3,25E+01	2,00E+01	1,68E+01	3,35E+01	1,99E+01	0
'24-06-11 16:29:58	2,07E+01	1,73E+01	2,77E+01	2,03E+01	1,69E+01	3,25E+01	2,00E+01	1,68E+01	3,35E+01	1,99E+01	0
'24-06-11 16:29:59	2,07E+01	1,73E+01	2,77E+01	2,03E+01	1,69E+01	3,25E+01	2,00E+01	1,68E+01	3,35E+01	1,99E+01	0
'24-06-11 16:30:00	2,07E+01	1,73E+01	2,77E+01	2,03E+01	1,69E+01	3,25E+01	2,00E+01	1,68E+01	3,35E+01	1,99E+01	0
'24-06-11 16:30:01	2,07E+01	1,73E+01	2,77E+01	2,03E+01	1,69E+01	3,25E+01	2,00E+01	1,68E+01	3,36E+01	1,99E+01	0
'24-06-11 16:30:02	2,07E+01	1,73E+01	2,77E+01	2,03E+01	1,70E+01	3,25E+01	2,00E+01	1,68E+01	3,36E+01	1,99E+01	0
'24-06-11 16:30:03	2,07E+01	1,73E+01	2,77E+01	2,03E+01	1,70E+01	3,25E+01	2,00E+01	1,68E+01	3,36E+01	1,99E+01	0
'24-06-11 16:30:04	2,07E+01	1,73E+01	2,77E+01	2,03E+01	1,69E+01	3,25E+01	2,00E+01	1,68E+01	3,36E+01	1,99E+01	0
'24-06-11 16:30:05	2,07E+01	1,73E+01	2,77E+01	2,03E+01	1,70E+01	3,26E+01	2,00E+01	1,68E+01	3,36E+01	1,99E+01	0
'24-06-11 16:30:06	2,07E+01	1,72E+01	2,77E+01	2,03E+01	1,70E+01	3,26E+01	2,00E+01	1,68E+01	3,36E+01	1,99E+01	0
'24-06-11 16:30:07	2,07E+01	1,72E+01	2,77E+01	2,03E+01	1,70E+01	3,26E+01	2,00E+01	1,69E+01	3,36E+01	1,99E+01	0
'24-06-11 16:30:08	2,07E+01	1,72E+01	2,77E+01	2,03E+01	1,70E+01	3,26E+01	2,00E+01	1,69E+01	3,36E+01	1,99E+01	0
'24-06-11 16:30:09	2,07E+01	1,72E+01	2,78E+01	2,03E+01	1,70E+01	3,26E+01	2,00E+01	1,69E+01	3,36E+01	1,99E+01	0
'24-06-11 16:30:10	2,07E+01	1,72E+01	2,78E+01	2,03E+01	1,70E+01	3,26E+01	2,00E+01	1,69E+01	3,36E+01	1,99E+01	0
'24-06-11 16:30:11	2,07E+01	1,72E+01	2,77E+01	2,03E+01	1,70E+01	3,27E+01	2,00E+01	1,69E+01	3,36E+01	1,99E+01	0
'24-06-11 16:30:12	2,07E+01	1,72E+01	2,78E+01	2,03E+01	1,70E+01	3,27E+01	2,01E+01	1,69E+01	3,36E+01	1,98E+01	0
'24-06-11 16:30:13	2,07E+01	1,72E+01	2,77E+01	2,04E+01	1,70E+01	3,27E+01	2,00E+01	1,69E+01	3,36E+01	1,98E+01	0
'24-06-11 16:30:14	2,07E+01	1,73E+01	2,78E+01	2,03E+01	1,70E+01	3,26E+01	2,00E+01	1,69E+01	3,36E+01	1,98E+01	0
'24-06-11 16:30:15	2,07E+01	1,72E+01	2,77E+01	2,03E+01	1,70E+01	3,26E+01	2,00E+01	1,69E+01	3,36E+01	1,99E+01	0
'24-06-11 16:30:16	2,07E+01	1,72E+01	2,77E+01	2,04E+01	1,70E+01	3,26E+01	2,00E+01	1,69E+01	3,35E+01	1,99E+01	0
'24-06-11 16:30:17	2,07E+01	1,73E+01	2,77E+01	2,04E+01	1,71E+01	3,26E+01	2,00E+01	1,69E+01	3,35E+01	1,99E+01	0
'24-06-11 16:30:18	2,07E+01	1,73E+01	2,77E+01	2,04E+01	1,71E+01	3,26E+01	2,00E+01	1,70E+01	3,35E+01	1,99E+01	0
'24-06-11 16:30:19	2,07E+01	1,73E+01	2,76E+01	2,04E+01	1,71E+01	3,25E+01	2,00E+01	1,70E+01	3,35E+01	1,98E+01	0
'24-06-11 16:30:20	2,07E+01	1,73E+01	2,76E+01	2,04E+01	1,70E+01	3,25E+01	2,00E+01	1,69E+01	3,35E+01	1,99E+01	0
'24-06-11 16:30:21	2,07E+01	1,73E+01	2,76E+01	2,03E+01	1,70E+01	3,25E+01	2,00E+01	1,70E+01	3,35E+01	1,99E+01	0
'24-06-11 16:30:22	2,07E+01	1,73E+01	2,76E+01	2,04E+01	1,70E+01	3,24E+01	2,01E+01	1,70E+01	3,34E+01	1,99E+01	0
'24-06-11 16:30:23	2,07E+01	1,73E+01	2,76E+01	2,03E+01	1,70E+01	3,23E+01	2,00E+01	1,70E+01	3,34E+01	1,99E+01	0
'24-06-11 16:30:24	2,07E+01	1,73E+01	2,76E+01	2,03E+01	1,70E+01	3,22E+01	2,00E+01	1,70E+01	3,33E+01	1,99E+01	0
'24-06-11 16:30:25	2,07E+01	1,73E+01	2,76E+01	2,03E+01	1,70E+01	3,21E+01	2,01E+01	1,71E+01	3,33E+01	1,99E+01	0
'24-06-11 16:30:26	2,07E+01	1,73E+01	2,76E+01	2,03E+01	1,70E+01	3,21E+01	2,01E+01	1,71E+01	3,32E+01	1,99E+01	0
'24-06-11 16:30:27	2,07E+01	1,73E+01	2,76E+01	2,03E+01	1,70E+01	3,21E+01	2,01E+01	1,71E+01	3,31E+01	1,99E+01	0
'24-06-11 16:30:28	2,07E+01	1,73E+01	2,76E+01	2,03E+01	1,71E+01	3,21E+01	2,01E+01	1,72E+01	3,30E+01	1,99E+01	0
'24-06-11 16:30:29	2,07E+01	1,73E+01	2,76E+01	2,03E+01	1,71E+01	3,20E+01	2,01E+01	1,72E+01	3,28E+01	1,99E+01	0
'24-06-11 16:30:30	2,07E+01	1,72E+01	2,77E+01	2,03E+01	1,70E+01	3,20E+01	2,01E+01	1,72E+01	3,28E+01	1,99E+01	0
'24-06-11 16:30:31	2,07E+01	1,72E+01	2,77E+01	2,04E+01	1,70E+01	3,20E+01	2,01E+01	1,72E+01	3,27E+01	1,99E+01	0
'24-06-11 16:30:32	2,07E+01	1,72E+01	2,76E+01	2,04E+01	1,70E+01	3,20E+01	2,01E+01	1,72E+01	3,26E+01	1,99E+01	0
'24-06-11 16:30:33	2,07E+01	1,72E+01	2,77E+01	2,04E+01	1,70E+01	3,20E+01	2,01E+01	1,72E+01	3,26E+01	1,99E+01	0
'24-06-11 16:30:34	2,07E+01	1,72E+01	2,77E+01	2,04E+01	1,70E+01	3,19E+01	2,01E+01	1,72E+01	3,25E+01	1,99E+01	0
'24-06-11 16:30:35	2,07E+01	1,72E+01	2,76E+01	2,04E+01	1,70E+01	3,19E+01	2,01E+01	1,72E+01	3,25E+01	1,99E+01	0
'24-06-11 16:30:36	2,07E+01	1,73E+01	2,76E+01	2,04E+01	1,70E+01	3,19E+01	2,01E+01	1,72E+01	3,25E+01	1,99E+01	0
'24-06-11 16:30:37	2,07E+01	1,72E+01	2,77E+01	2,04E+01	1,69E+01	3,19E+01	2,01E+01	1,72E+01	3,25E+01	1,99E+01	0
'24-06-11 16:30:38	2,07E+01	1,72E+01	2,76E+01	2,04E+01	1,69E+01	3,19E+01	2,01E+01	1,72E+01	3,25E+01	1,99E+01	0
'24-06-11 16:30:39	2,07E+01	1,72E+01	2,76E+01	2,04E+01	1,69E+01	3,19E+01	2,01E+01	1,72E+01	3,25E+01	1,99E+01	0
'24-06-11 16:30:40	2,07E+01	1,72E+01	2,76E+01	2,04E+01	1,70E+01	3,18E+01	2,01E+01	1,72E+01	3,25E+01	1,99E+01	0
'24-06-11 16:30:41	2,07E+01	1,72E+01	2,76E+01	2,04E+01	1,70E+01	3,18E+01	2,01E+01	1,72E+01	3,25E+01	1,99E+01	0
'24-06-11 16:30:42	2,07E+01	1,72E+01	2,76E+01	2,04E+01	1,70E+01	3,19E+01	2,01E+01	1,72E+01	3,25E+01	1,99E+01	0
'24-06-11 16:30:43	2,07E+01	1,72E+01	2,76E+01	2,04E+01	1,70E+01	3,19E+01	2,01E+01	1,72E+01	3,25E+01	1,99E+01	0
'24-06-11 16:30:44	2,07E+01	1,72E+01	2,76E+01	2,04E+01	1,70E+01	3,19E+01	2,01E+01	1,72E+01	3,26E+01	1,99E+01	0
'24-06-11 16:30:45	2,07E+01	1,72E+01	2,76E+01	2,04E+01	1,70E+01	3,20E+01	2,01E+01	1,72E+01	3,26E+01	1,99E+01	0
'24-06-11 16:30:46	2,07E+01	1,73E+01	2,76E+01	2,04E+01	1,70E+01	3,20E+01	2,01E+01	1,72E+01	3,27E+01	1,99E+01	0
'24-06-11 16:30:47	2,07E+01	1,73E+01	2,76E+01	2,03E+01	1,71E+01	3,21E+01	2,01E+01	1,72E+01	3,27E+01	1,99E+01	0
'24-06-11 16:30:48	2,07E+01	1,72E+01	2,76E+01	2,03E+01	1,71E+01	3,21E+01	2,01E+01	1,72E+01	3,27E+01	1,99E+01	0
'24-06-11 16:30:49	2,07E+01	1,72E+01	2,76E+01	2,03E+01	1,71E+01	3,22E+01	2,01E+01	1,71E+01	3,27E+01	1,99E+01	0
'24-06-11 16:30:50	2,07E+01	1,72E+01	2,76E+01	2,03E+01	1,71E+01	3,22E+01	2,01E+01	1,71E+01	3,27E+01	1,99E+01	0
'24-06-11 16:30:51	2,08E+01	1,72E+01	2,76E+01	2,03E+01	1,71E+01	3,22E+01	2,01E+01	1,71E+01	3,28E+01	1,99E+01	0
'24-06-11 16:30:52	2,07E+01	1,73E+01	2,76E+01	2,03E+01	1,71E+01	3,22E+01	2,01E+01	1,71E+01	3,28E+01	1,99E+01	0
'24-06-11 16:30:53	2,07E+01	1,73E+01	2,76E+01	2,03E+01	1,71E+01	3,21E+01	2,01E+01	1,71E+01	3,28E+01	1,99E+01	0
'24-06-11 16:30:54	2,07E+01	1,73E+01	2,76E+01	2,04E+01	1,71E+01	3,20E+01	2,01E+01	1,71E+01	3,28E+01	1,99E+01	0
'24-06-11 16:30:55	2,07E+01	1,72E+01	2,76E+01	2,03E+01	1,71E+01	3,20E+01	2,01E+01	1,71E+01	3,28E+01	1,99E+01	0
'24-06-11 16:30:56	2,07E+01	1,73E+01	2,77E+01	2,03E+01	1,71E+01	3,19E+01	2,01E+01	1,71E+01	3,28E+01	1,99E+01	0
'24-06-11 16:30:57	2,08E+01	1,73E+01	2,77E+01	2,03E+01	1,71E+01	3,19E+01	2,01E+01	1,71E+01	3,28E+01	1,99E+01	0
'24-06-11 16:30:58	2,08E+01	1,73E+01	2,77E+01	2,03E+01	1,71E+01	3,19E+01	2,01E+01	1,71E+01	3,27E+01	1,99E+01	0
'24-06-11 16:30:59	2,07E+01	1,73E+01	2,77E+01	2,03E+01	1,71E+01	3,18E+01	2,01E+01	1,71E+01	3,27E+01	1,99E+01	0
'24-06-11 16:31:00	2,07E+01	1,72E+01	2,77E+01	2,03E+01	1,71E+01	3,18E+01	2,01E+01	1,71E+01	3,27E+01	1,99E+01	0
'24-06-11 16:31:01	2,07E+01	1,73E+01	2,77E+01	2,03E+01	1,71E+01	3,18E+01	2,01E+01	1,71E+01	3,28E+01	1,99E+01	0
'24-06-11 16:31:02	2,07E+01	1,73E+01	2,77E+01	2,03E+01	1,71E+01	3,18E+01	2,01E+01	1,71E+01	3,28E+01	1,99E+01	0
'24-06-11 16:31:03	2,07E+01	1,73E+01	2,77E+01	2,03E+01	1,71E+01	3,19E+01	2,01E+01	1,71E+01	3,28E+01	1,99E+01	0
'24-06-11 16:31:04	2,07E+01	1,73E+01	2,76E+01	2,03E+01	1,71E+01	3,20E+01	2,01E+01	1,71E+01	3,28E+01	1,99E+01	0
'24-06-11 16:31:05	2,07E+01	1,73E+01	2,77E+01	2,03E+01	1,71E+01	3,20E+01	2,01E+01	1,71E+01	3,28E+01	1,99E+01	0
'24-06-11 16:31:06	2,07E+01	1,73E+01	2,76E+01	2,03E+01	1,71E+01	3,20E+01	2,01E+01	1,71E+01	3,28E+01	1,99E+01	0
'24-06-11 16:31:07	2,07E+01	1,73E+01	2,76E+01	2,03E+01	1,71E+01	3,20E+01	2,01E+01	1,71E+01	3,29E+01	1,99E+01	0
'24-06-11 16:31:08	2,07E+01	1,73E+01	2,76E+01	2,03E+01	1,70E+01	3,20E+01	2,01E+01	1,71E+01	3,29E+01	1,99E+01	0
'24-06-11 16:31:09	2,07E+01	1,73E+01	2,76E+01	2,03E+01	1,71E+01	3,20E+01	2,01E+01	1,71E+01	3,29E+01	1,99E+01	0
'24-06-11 16:31:10	2,07E+01	1,73E+01	2,76E+01	2,03E+01	1,71E+01	3,20E+01	2,01E+01	1,71E+01	3,29E+01	1,99E+01	0
'24-06-11 16:31:11	2,07E+01	1,73E+01	2,76E+01	2,03E+01	1,71E+01	3,20E+01	2,01E+01	1,71E+01	3,29E+01	1,99E+01	0
'24-06-11 16:31:12	2,07E+01	1,73E+01	2,76E+01	2,03E+01	1,71E+01	3,20E+01	2,01E+01	1,71E+01	3,30E+01	1,99E+01	0
'24-06-11 16:31:13	2,07E+01	1,73E+01	2,76E+01	2,03E+01	1,71E+01	3,21E+01	2,01E+01	1,70E+01	3,30E+01	1,99E+01	0
'24-06-11 16:31:14	2,07E+01	1,73E+01	2,76E+01	2,03E+01	1,71E+01	3,21E+01	2,01E+01	1,70E+01	3,30E+01	1,99E+01	0
'24-06-11 16:31:15	2,07E+01	1,73E+01	2,76E+01	2,03E+01	1,71E+01	3,21E+01	2,01E+01	1,70E+01	3,30E+01	1,99E+01	0
'24-06-11 16:31:16	2,07E+01	1,73E+01	2,77E+01	2,03E+01	1,71E+01	3,21E+01	2,01E+01	1,70E+01	3,30E+01	1,99E+01	0
'24-06-11 16:31:17	2,07E+01	1,73E+01	2,76E+01	2,03E+01	1,71E+01	3,21E+01	2,01E+01	1,71E+01	3,30E+01	1,99E+01	0
'24-06-11 16:31:18	2,07E+01	1,73E+01	2,76E+01	2,03E+01	1,71E+01	3,22E+01	2,01E+01	1,70E+01	3,30E+01	1,99E+01	0
'24-06-11 16:31:19	2,07E+01	1,73E+01	2,76E+01	2,03E+01	1,71E+01	3,22E+01	2,01E+01	1,70E+01	3,30E+01	1,99E+01	0
'24-06-11 16:31:20	2,07E+01	1,73E+01	2,76E+01	2,03E+01	1,71E+01	3,22E+01	2,01E+01	1,70E+01	3,30E+01	1,99E+01	0
'24-06-11 16:31:21	2,07E+01	1,73E+01	2,77E+01	2,03E+01	1,71E+01	3,23E+01	2,01E+01	1,70E+01	3,30E+01	1,99E+01	0
'24-06-11 16:31:22	2,07E+01	1,73E+01	2,76E+01	2,03E+01	1,71E+01	3,23E+01	2,01E+01	1,70E+01	3,30E+01	1,99E+01	0
'24-06-11 16:31:23	2,07E+01	1,73E+01	2,77E+01	2,03E+01	1,71E+01	3,23E+01	2,01E+01	1,70E+01	3,30E+01	1,99E+01	0
'24-06-11 16:31:24	2,07E+01	1,73E+01	2,76E+01	2,03E+01	1,71E+01	3,24E+01	2,01E+01	1,70E+01	3,30E+01	1,99E+01	0
'24-06-11 16:31:25	2,07E+01	1,73E+01	2,77E+01	2,03E+01	1,71E+01	3,24E+01	2,01E+01	1,70E+01	3,30E+01	1,99E+01	0
'24-06-11 16:31:26	2,07E+01	1,73E+01	2,76E+01	2,03E+01	1,71E+01	3,24E+01	2,01E+01	1,70E+01	3,30E+01	1,99E+01	0
'24-06-11 16:31:27	2,07E+01	1,73E+01	2,76E+01	2,03E+01	1,71E+01	3,24E+01	2,01E+01	1,70E+01	3,30E+01	1,99E+01	0
'24-06-11 16:31:28	2,07E+01	1,73E+01	2,76E+01	2,03E+01	1,71E+01	3,24E+01	2,01E+01	1,69E+01	3,30E+01	1,99E+01	0
'24-06-11 16:31:29	2,08E+01	1,73E+01	2,76E+01	2,03E+01	1,71E+01	3,25E+01	2,01E+01	1,69E+01	3,30E+01	1,99E+01	0
'24-06-11 16:31:30	2,07E+01	1,73E+01	2,76E+01	2,03E+01	1,71E+01	3,25E+01	2,01E+01	1,69E+01	3,30E+01	1,99E+01	0
'24-06-11 16:31:31	2,07E+01	1,73E+01	2,76E+01	2,03E+01	1,71E+01	3,24E+01	2,01E+01	1,69E+01	3,30E+01	1,99E+01	0
'24-06-11 16:31:32	2,07E+01	1,73E+01	2,76E+01	2,03E+01	1,71E+01	3,25E+01	2,01E+01	1,69E+01	3,30E+01	1,99E+01	0
'24-06-11 16:31:33	2,07E+01	1,73E+01	2,76E+01	2,03E+01	1,71E+01	3,25E+01	2,01E+01	1,69E+01	3,30E+01	1,99E+01	0
'24-06-11 16:31:34	2,07E+01	1,73E+01	2,76E+01	2,03E+01	1,72E+01	3,25E+01	2,01E+01	1,69E+01	3,30E+01	1,99E+01	0
'24-06-11 16:31:35	2,07E+01	1,73E+01	2,76E+01	2,03E+01	1,72E+01	3,25E+01	2,01E+01	1,69E+01	3,30E+01	1,99E+01	0
'24-06-11 16:31:36	2,07E+01	1,73E+01	2,76E+01	2,03E+01	1,72E+01	3,25E+01	2,01E+01	1,69E+01	3,30E+01	1,99E+01	0
'24-06-11 16:31:37	2,07E+01	1,73E+01	2,76E+01	2,03E+01	1,72E+01	3,26E+01	2,01E+01	1,69E+01	3,30E+01	1,99E+01	0
'24-06-11 16:31:38	2,07E+01	1,73E+01	2,76E+01	2,03E+01	1,72E+01	3,26E+01	2,01E+01	1,69E+01	3,30E+01	2,00E+01	0
'24-06-11 16:31:39	2,07E+01	1,73E+01	2,76E+01	2,03E+01	1,72E+01	3,26E+01	2,01E+01	1,69E+01	3,29E+01	1,99E+01	0
'24-06-11 16:31:40	2,07E+01	1,73E+01	2,76E+01	2,03E+01	1,72E+01	3,26E+01	2,01E+01	1,69E+01	3,29E+01	1,99E+01	0
'24-06-11 16:31:41	2,08E+01	1,73E+01	2,75E+01	2,03E+01	1,72E+01	3,26E+01	2,01E+01	1,69E+01	3,29E+01	1,99E+01	0
'24-06-11 16:31:42	2,08E+01	1,73E+01	2,75E+01	2,03E+01	1,72E+01	3,26E+01	2,01E+01	1,69E+01	3,29E+01	1,99E+01	0
'24-06-11 16:31:43	2,08E+01	1,73E+01	2,75E+01	2,03E+01	1,72E+01	3,26E+01	2,01E+01	1,69E+01	3,29E+01	1,99E+01	0
'24-06-11 16:31:44	2,08E+01	1,73E+01	2,76E+01	2,04E+01	1,72E+01	3,26E+01	2,01E+01	1,69E+01	3,29E+01	1,99E+01	0
'24-06-11 16:31:45	2,08E+01	1,73E+01	2,76E+01	2,04E+01	1,72E+01	3,26E+01	2,01E+01	1,69E+01	3,29E+01	1,99E+01	0
'24-06-11 16:31:46	2,08E+01	1,73E+01	2,76E+01	2,04E+01	1,72E+01	3,26E+01	2,01E+01	1,69E+01	3,29E+01	1,99E+01	0
'24-06-11 16:31:47	2,08E+01	1,73E+01	2,75E+01	2,04E+01	1,73E+01	3,26E+01	2,01E+01	1,69E+01	3,29E+01	1,99E+01	0
'24-06-11 16:31:48	2,08E+01	1,73E+01	2,75E+01	2,04E+01	1,73E+01	3,26E+01	2,01E+01	1,69E+01	3,29E+01	1,99E+01	0
'24-06-11 16:31:49	2,08E+01	1,73E+01	2,75E+01	2,04E+01	1,72E+01	3,26E+01	2,01E+01	1,69E+01	3,29E+01	1,99E+01	0
'24-06-11 16:31:50	2,08E+01	1,73E+01	2,75E+01	2,04E+01	1,72E+01	3,25E+01	2,01E+01	1,69E+01	3,28E+01	1,99E+01	0
'24-06-11 16:31:51	2,08E+01	1,74E+01	2,74E+01	2,04E+01	1,72E+01	3,25E+01	2,01E+01	1,69E+01	3,28E+01	1,99E+01	0
