File name	WAVE0002.TXT	V 1.11									
Title comment	Nov-20										
Trigger Time	24/06/2011 15:39										
Ch	Mode	Range	Comment	Scaling	Ratio	Offset					
CH-1	Tc	2000 C	P11	Off	-	-					
CH-2	Tc	2000 C	P12	Off	-	-					
CH-3	Tc	2000 C	P13	Off	-	-					
CH-4	Tc	2000 C	P14	Off	-	-					
CH-5	Tc	2000 C	P15	Off	-	-					
CH-6	Tc	2000 C	P16	Off	-	-					
CH-7	Tc	2000 C	P17	Off	-	-					
CH-8	Tc	2000 C	P18	Off	-	-					
CH-9	Tc	2000 C	P19	Off	-	-					
CH-10	Tc	2000 C	P20	Off	-	-					
Time	CH-1[C]	CH-2[C]	CH-3[C]	CH-4[C]	CH-5[C]	CH-6[C]	CH-7[C]	CH-8[C]	CH-9[C]	CH-10[C]	Event
'24-06-11 15:55:30	1,26E+01	1,24E+01	2,10E+01	1,51E+01	1,19E+01	3,83E+01	1,37E+01	1,25E+01	4,72E+01	1,47E+01	0
'24-06-11 15:55:31	1,26E+01	1,25E+01	2,10E+01	1,51E+01	1,19E+01	3,85E+01	1,37E+01	1,25E+01	4,72E+01	1,47E+01	0
'24-06-11 15:55:32	1,27E+01	1,25E+01	2,10E+01	1,51E+01	1,19E+01	3,88E+01	1,37E+01	1,24E+01	4,72E+01	1,47E+01	0
'24-06-11 15:55:33	1,27E+01	1,25E+01	2,10E+01	1,51E+01	1,19E+01	3,92E+01	1,37E+01	1,24E+01	4,72E+01	1,47E+01	0
'24-06-11 15:55:34	1,27E+01	1,25E+01	2,10E+01	1,52E+01	1,19E+01	3,94E+01	1,37E+01	1,24E+01	4,72E+01	1,47E+01	0
'24-06-11 15:55:35	1,27E+01	1,25E+01	2,10E+01	1,51E+01	1,19E+01	3,97E+01	1,37E+01	1,24E+01	4,72E+01	1,47E+01	0
'24-06-11 15:55:36	1,27E+01	1,25E+01	2,10E+01	1,52E+01	1,19E+01	4,00E+01	1,37E+01	1,24E+01	4,72E+01	1,47E+01	0
'24-06-11 15:55:37	1,27E+01	1,25E+01	2,10E+01	1,52E+01	1,19E+01	4,02E+01	1,37E+01	1,24E+01	4,72E+01	1,47E+01	0
'24-06-11 15:55:38	1,27E+01	1,25E+01	2,10E+01	1,52E+01	1,20E+01	4,04E+01	1,38E+01	1,24E+01	4,72E+01	1,47E+01	0
'24-06-11 15:55:39	1,26E+01	1,25E+01	2,10E+01	1,53E+01	1,20E+01	4,07E+01	1,38E+01	1,24E+01	4,72E+01	1,47E+01	0
'24-06-11 15:55:40	1,26E+01	1,24E+01	2,10E+01	1,53E+01	1,20E+01	4,09E+01	1,38E+01	1,23E+01	4,73E+01	1,47E+01	0
'24-06-11 15:55:41	1,26E+01	1,24E+01	2,10E+01	1,53E+01	1,20E+01	4,12E+01	1,38E+01	1,23E+01	4,73E+01	1,47E+01	0
'24-06-11 15:55:42	1,26E+01	1,24E+01	2,10E+01	1,53E+01	1,20E+01	4,14E+01	1,37E+01	1,23E+01	4,74E+01	1,47E+01	0
'24-06-11 15:55:43	1,26E+01	1,24E+01	2,10E+01	1,54E+01	1,20E+01	4,16E+01	1,37E+01	1,23E+01	4,75E+01	1,47E+01	0
'24-06-11 15:55:44	1,26E+01	1,24E+01	2,10E+01	1,54E+01	1,20E+01	4,17E+01	1,37E+01	1,23E+01	4,75E+01	1,47E+01	0
'24-06-11 15:55:45	1,26E+01	1,24E+01	2,10E+01	1,54E+01	1,20E+01	4,19E+01	1,38E+01	1,23E+01	4,76E+01	1,47E+01	0
'24-06-11 15:55:46	1,26E+01	1,24E+01	2,10E+01	1,54E+01	1,20E+01	4,21E+01	1,37E+01	1,23E+01	4,76E+01	1,48E+01	0
'24-06-11 15:55:47	1,25E+01	1,24E+01	2,10E+01	1,53E+01	1,20E+01	4,22E+01	1,37E+01	1,24E+01	4,77E+01	1,48E+01	0
'24-06-11 15:55:48	1,25E+01	1,23E+01	2,10E+01	1,53E+01	1,20E+01	4,24E+01	1,37E+01	1,24E+01	4,78E+01	1,48E+01	0
'24-06-11 15:55:49	1,25E+01	1,24E+01	2,10E+01	1,52E+01	1,20E+01	4,26E+01	1,38E+01	1,24E+01	4,78E+01	1,49E+01	0
'24-06-11 15:55:50	1,25E+01	1,24E+01	2,10E+01	1,52E+01	1,20E+01	4,28E+01	1,38E+01	1,24E+01	4,78E+01	1,49E+01	0
'24-06-11 15:55:51	1,26E+01	1,24E+01	2,10E+01	1,52E+01	1,20E+01	4,30E+01	1,38E+01	1,24E+01	4,78E+01	1,49E+01	0
'24-06-11 15:55:52	1,26E+01	1,24E+01	2,10E+01	1,52E+01	1,20E+01	4,32E+01	1,38E+01	1,24E+01	4,78E+01	1,49E+01	0
'24-06-11 15:55:53	1,26E+01	1,24E+01	2,10E+01	1,52E+01	1,20E+01	4,33E+01	1,38E+01	1,24E+01	4,78E+01	1,49E+01	0
'24-06-11 15:55:54	1,26E+01	1,24E+01	2,10E+01	1,51E+01	1,20E+01	4,35E+01	1,38E+01	1,24E+01	4,78E+01	1,49E+01	0
'24-06-11 15:55:55	1,26E+01	1,24E+01	2,10E+01	1,51E+01	1,20E+01	4,37E+01	1,38E+01	1,24E+01	4,78E+01	1,49E+01	0
'24-06-11 15:55:56	1,26E+01	1,24E+01	2,10E+01	1,51E+01	1,20E+01	4,39E+01	1,38E+01	1,24E+01	4,78E+01	1,50E+01	0
'24-06-11 15:55:57	1,26E+01	1,24E+01	2,10E+01	1,51E+01	1,20E+01	4,41E+01	1,38E+01	1,24E+01	4,79E+01	1,50E+01	0
'24-06-11 15:55:58	1,26E+01	1,24E+01	2,10E+01	1,50E+01	1,20E+01	4,43E+01	1,38E+01	1,24E+01	4,79E+01	1,50E+01	0
'24-06-11 15:55:59	1,25E+01	1,23E+01	2,10E+01	1,50E+01	1,19E+01	4,45E+01	1,38E+01	1,24E+01	4,79E+01	1,50E+01	0
'24-06-11 15:56:00	1,25E+01	1,23E+01	2,10E+01	1,50E+01	1,19E+01	4,46E+01	1,39E+01	1,24E+01	4,80E+01	1,50E+01	0
'24-06-11 15:56:01	1,25E+01	1,23E+01	2,10E+01	1,50E+01	1,19E+01	4,47E+01	1,39E+01	1,24E+01	4,80E+01	1,50E+01	0
'24-06-11 15:56:02	1,25E+01	1,23E+01	2,10E+01	1,50E+01	1,19E+01	4,48E+01	1,39E+01	1,24E+01	4,80E+01	1,50E+01	0
'24-06-11 15:56:03	1,25E+01	1,23E+01	2,10E+01	1,49E+01	1,19E+01	4,48E+01	1,39E+01	1,24E+01	4,80E+01	1,50E+01	0
'24-06-11 15:56:04	1,25E+01	1,23E+01	2,10E+01	1,49E+01	1,19E+01	4,48E+01	1,39E+01	1,24E+01	4,81E+01	1,50E+01	0
'24-06-11 15:56:05	1,25E+01	1,22E+01	2,10E+01	1,49E+01	1,19E+01	4,49E+01	1,39E+01	1,24E+01	4,81E+01	1,50E+01	0
'24-06-11 15:56:06	1,26E+01	1,22E+01	2,10E+01	1,49E+01	1,19E+01	4,51E+01	1,39E+01	1,24E+01	4,82E+01	1,50E+01	0
'24-06-11 15:56:07	1,25E+01	1,22E+01	2,10E+01	1,49E+01	1,20E+01	4,52E+01	1,39E+01	1,24E+01	4,83E+01	1,50E+01	0
'24-06-11 15:56:08	1,26E+01	1,22E+01	2,10E+01	1,49E+01	1,20E+01	4,54E+01	1,40E+01	1,24E+01	4,83E+01	1,50E+01	0
'24-06-11 15:56:09	1,26E+01	1,22E+01	2,10E+01	1,48E+01	1,20E+01	4,55E+01	1,40E+01	1,24E+01	4,84E+01	1,49E+01	0
'24-06-11 15:56:10	1,26E+01	1,23E+01	2,10E+01	1,48E+01	1,20E+01	4,56E+01	1,40E+01	1,25E+01	4,85E+01	1,49E+01	0
'24-06-11 15:56:11	1,26E+01	1,23E+01	2,10E+01	1,48E+01	1,20E+01	4,57E+01	1,40E+01	1,25E+01	4,86E+01	1,49E+01	0
'24-06-11 15:56:12	1,25E+01	1,22E+01	2,10E+01	1,48E+01	1,20E+01	4,58E+01	1,40E+01	1,25E+01	4,87E+01	1,49E+01	0
'24-06-11 15:56:13	1,25E+01	1,22E+01	2,10E+01	1,47E+01	1,20E+01	4,59E+01	1,40E+01	1,25E+01	4,88E+01	1,49E+01	0
'24-06-11 15:56:14	1,25E+01	1,23E+01	2,10E+01	1,47E+01	1,20E+01	4,60E+01	1,40E+01	1,25E+01	4,88E+01	1,49E+01	0
'24-06-11 15:56:15	1,26E+01	1,23E+01	2,10E+01	1,47E+01	1,19E+01	4,61E+01	1,40E+01	1,25E+01	4,89E+01	1,49E+01	0
'24-06-11 15:56:16	1,26E+01	1,23E+01	2,10E+01	1,47E+01	1,19E+01	4,61E+01	1,40E+01	1,25E+01	4,90E+01	1,49E+01	0
'24-06-11 15:56:17	1,26E+01	1,23E+01	2,10E+01	1,46E+01	1,19E+01	4,62E+01	1,40E+01	1,25E+01	4,91E+01	1,48E+01	0
'24-06-11 15:56:18	1,25E+01	1,23E+01	2,10E+01	1,46E+01	1,19E+01	4,63E+01	1,40E+01	1,25E+01	4,91E+01	1,48E+01	0
'24-06-11 15:56:19	1,25E+01	1,23E+01	2,10E+01	1,46E+01	1,19E+01	4,64E+01	1,40E+01	1,25E+01	4,91E+01	1,48E+01	0
'24-06-11 15:56:20	1,25E+01	1,23E+01	2,10E+01	1,46E+01	1,18E+01	4,65E+01	1,40E+01	1,25E+01	4,91E+01	1,48E+01	0
'24-06-11 15:56:21	1,25E+01	1,23E+01	2,10E+01	1,46E+01	1,18E+01	4,66E+01	1,40E+01	1,26E+01	4,91E+01	1,48E+01	0
'24-06-11 15:56:22	1,25E+01	1,23E+01	2,10E+01	1,46E+01	1,18E+01	4,67E+01	1,40E+01	1,26E+01	4,92E+01	1,48E+01	0
'24-06-11 15:56:23	1,25E+01	1,23E+01	2,10E+01	1,45E+01	1,18E+01	4,68E+01	1,40E+01	1,26E+01	4,92E+01	1,48E+01	0
'24-06-11 15:56:24	1,25E+01	1,23E+01	2,10E+01	1,45E+01	1,18E+01	4,68E+01	1,40E+01	1,26E+01	4,93E+01	1,48E+01	0
'24-06-11 15:56:25	1,25E+01	1,22E+01	2,10E+01	1,45E+01	1,18E+01	4,69E+01	1,40E+01	1,27E+01	4,93E+01	1,49E+01	0
'24-06-11 15:56:26	1,25E+01	1,22E+01	2,10E+01	1,45E+01	1,18E+01	4,70E+01	1,40E+01	1,27E+01	4,93E+01	1,49E+01	0
'24-06-11 15:56:27	1,25E+01	1,22E+01	2,10E+01	1,45E+01	1,18E+01	4,70E+01	1,40E+01	1,27E+01	4,93E+01	1,49E+01	0
'24-06-11 15:56:28	1,25E+01	1,22E+01	2,10E+01	1,45E+01	1,18E+01	4,70E+01	1,40E+01	1,27E+01	4,93E+01	1,49E+01	0
'24-06-11 15:56:29	1,25E+01	1,22E+01	2,11E+01	1,45E+01	1,18E+01	4,71E+01	1,40E+01	1,28E+01	4,93E+01	1,49E+01	0
'24-06-11 15:56:30	1,25E+01	1,22E+01	2,10E+01	1,45E+01	1,18E+01	4,72E+01	1,40E+01	1,28E+01	4,93E+01	1,49E+01	0
'24-06-11 15:56:31	1,25E+01	1,22E+01	2,10E+01	1,45E+01	1,19E+01	4,72E+01	1,40E+01	1,29E+01	4,93E+01	1,50E+01	0
'24-06-11 15:56:32	1,25E+01	1,22E+01	2,11E+01	1,45E+01	1,19E+01	4,73E+01	1,40E+01	1,29E+01	4,93E+01	1,49E+01	0
'24-06-11 15:56:33	1,25E+01	1,22E+01	2,11E+01	1,45E+01	1,19E+01	4,74E+01	1,40E+01	1,29E+01	4,93E+01	1,49E+01	0
'24-06-11 15:56:34	1,25E+01	1,22E+01	2,11E+01	1,45E+01	1,18E+01	4,75E+01	1,40E+01	1,29E+01	4,93E+01	1,49E+01	0
'24-06-11 15:56:35	1,25E+01	1,22E+01	2,11E+01	1,45E+01	1,18E+01	4,75E+01	1,40E+01	1,29E+01	4,93E+01	1,49E+01	0
'24-06-11 15:56:36	1,25E+01	1,22E+01	2,11E+01	1,45E+01	1,18E+01	4,75E+01	1,40E+01	1,29E+01	4,93E+01	1,49E+01	0
'24-06-11 15:56:37	1,25E+01	1,22E+01	2,11E+01	1,45E+01	1,18E+01	4,76E+01	1,40E+01	1,28E+01	4,94E+01	1,49E+01	0
'24-06-11 15:56:38	1,25E+01	1,22E+01	2,11E+01	1,45E+01	1,18E+01	4,77E+01	1,40E+01	1,28E+01	4,94E+01	1,49E+01	0
'24-06-11 15:56:39	1,25E+01	1,21E+01	2,11E+01	1,45E+01	1,18E+01	4,78E+01	1,40E+01	1,28E+01	4,94E+01	1,49E+01	0
'24-06-11 15:56:40	1,25E+01	1,22E+01	2,11E+01	1,45E+01	1,18E+01	4,78E+01	1,40E+01	1,28E+01	4,95E+01	1,49E+01	0
'24-06-11 15:56:41	1,25E+01	1,22E+01	2,11E+01	1,44E+01	1,18E+01	4,80E+01	1,40E+01	1,28E+01	4,95E+01	1,49E+01	0
'24-06-11 15:56:42	1,25E+01	1,22E+01	2,11E+01	1,44E+01	1,18E+01	4,80E+01	1,40E+01	1,28E+01	4,95E+01	1,49E+01	0
'24-06-11 15:56:43	1,25E+01	1,22E+01	2,11E+01	1,44E+01	1,18E+01	4,80E+01	1,40E+01	1,27E+01	4,95E+01	1,49E+01	0
'24-06-11 15:56:44	1,25E+01	1,23E+01	2,11E+01	1,44E+01	1,18E+01	4,81E+01	1,40E+01	1,28E+01	4,95E+01	1,48E+01	0
'24-06-11 15:56:45	1,25E+01	1,22E+01	2,11E+01	1,44E+01	1,18E+01	4,82E+01	1,41E+01	1,28E+01	4,95E+01	1,48E+01	0
'24-06-11 15:56:46	1,26E+01	1,22E+01	2,11E+01	1,44E+01	1,18E+01	4,83E+01	1,40E+01	1,28E+01	4,95E+01	1,48E+01	0
'24-06-11 15:56:47	1,25E+01	1,22E+01	2,12E+01	1,45E+01	1,18E+01	4,84E+01	1,41E+01	1,28E+01	4,95E+01	1,48E+01	0
'24-06-11 15:56:48	1,25E+01	1,22E+01	2,12E+01	1,44E+01	1,18E+01	4,84E+01	1,40E+01	1,28E+01	4,95E+01	1,48E+01	0
'24-06-11 15:56:49	1,25E+01	1,22E+01	2,12E+01	1,44E+01	1,18E+01	4,85E+01	1,40E+01	1,28E+01	4,96E+01	1,48E+01	0
'24-06-11 15:56:50	1,25E+01	1,22E+01	2,12E+01	1,44E+01	1,18E+01	4,86E+01	1,40E+01	1,29E+01	4,96E+01	1,48E+01	0
'24-06-11 15:56:51	1,25E+01	1,22E+01	2,12E+01	1,44E+01	1,18E+01	4,87E+01	1,40E+01	1,29E+01	4,96E+01	1,48E+01	0
'24-06-11 15:56:52	1,24E+01	1,22E+01	2,12E+01	1,44E+01	1,18E+01	4,87E+01	1,40E+01	1,29E+01	4,96E+01	1,48E+01	0
'24-06-11 15:56:53	1,24E+01	1,23E+01	2,12E+01	1,44E+01	1,18E+01	4,88E+01	1,40E+01	1,29E+01	4,96E+01	1,48E+01	0
'24-06-11 15:56:54	1,24E+01	1,23E+01	2,13E+01	1,44E+01	1,17E+01	4,88E+01	1,40E+01	1,29E+01	4,96E+01	1,48E+01	0
'24-06-11 15:56:55	1,24E+01	1,23E+01	2,13E+01	1,44E+01	1,17E+01	4,88E+01	1,40E+01	1,29E+01	4,96E+01	1,48E+01	0
'24-06-11 15:56:56	1,25E+01	1,23E+01	2,13E+01	1,44E+01	1,17E+01	4,88E+01	1,40E+01	1,30E+01	4,96E+01	1,48E+01	0
'24-06-11 15:56:57	1,25E+01	1,23E+01	2,13E+01	1,44E+01	1,17E+01	4,88E+01	1,40E+01	1,30E+01	4,96E+01	1,48E+01	0
'24-06-11 15:56:58	1,24E+01	1,23E+01	2,14E+01	1,44E+01	1,17E+01	4,88E+01	1,40E+01	1,30E+01	4,96E+01	1,48E+01	0
'24-06-11 15:56:59	1,24E+01	1,23E+01	2,14E+01	1,44E+01	1,17E+01	4,89E+01	1,40E+01	1,30E+01	4,96E+01	1,48E+01	0
'24-06-11 15:57:00	1,24E+01	1,23E+01	2,14E+01	1,44E+01	1,17E+01	4,89E+01	1,40E+01	1,30E+01	4,97E+01	1,48E+01	0
'24-06-11 15:57:01	1,24E+01	1,22E+01	2,14E+01	1,44E+01	1,17E+01	4,90E+01	1,40E+01	1,30E+01	4,97E+01	1,48E+01	0
'24-06-11 15:57:02	1,24E+01	1,22E+01	2,15E+01	1,44E+01	1,17E+01	4,91E+01	1,40E+01	1,29E+01	4,97E+01	1,48E+01	0
'24-06-11 15:57:03	1,24E+01	1,23E+01	2,15E+01	1,43E+01	1,17E+01	4,91E+01	1,40E+01	1,30E+01	4,97E+01	1,48E+01	0
'24-06-11 15:57:04	1,24E+01	1,23E+01	2,15E+01	1,43E+01	1,17E+01	4,92E+01	1,40E+01	1,30E+01	4,97E+01	1,48E+01	0
'24-06-11 15:57:05	1,25E+01	1,23E+01	2,15E+01	1,43E+01	1,17E+01	4,92E+01	1,40E+01	1,29E+01	4,98E+01	1,48E+01	0
'24-06-11 15:57:06	1,25E+01	1,23E+01	2,16E+01	1,43E+01	1,17E+01	4,93E+01	1,40E+01	1,29E+01	4,97E+01	1,48E+01	0
'24-06-11 15:57:07	1,24E+01	1,23E+01	2,16E+01	1,43E+01	1,17E+01	4,93E+01	1,40E+01	1,29E+01	4,97E+01	1,48E+01	0
'24-06-11 15:57:08	1,24E+01	1,23E+01	2,17E+01	1,43E+01	1,16E+01	4,93E+01	1,40E+01	1,29E+01	4,97E+01	1,49E+01	0
'24-06-11 15:57:09	1,24E+01	1,23E+01	2,17E+01	1,43E+01	1,16E+01	4,93E+01	1,40E+01	1,29E+01	4,97E+01	1,48E+01	0
'24-06-11 15:57:10	1,24E+01	1,22E+01	2,18E+01	1,43E+01	1,16E+01	4,94E+01	1,40E+01	1,30E+01	4,96E+01	1,49E+01	0
'24-06-11 15:57:11	1,24E+01	1,22E+01	2,18E+01	1,42E+01	1,16E+01	4,94E+01	1,40E+01	1,30E+01	4,96E+01	1,49E+01	0
'24-06-11 15:57:12	1,24E+01	1,22E+01	2,19E+01	1,42E+01	1,16E+01	4,94E+01	1,40E+01	1,30E+01	4,96E+01	1,49E+01	0
'24-06-11 15:57:13	1,24E+01	1,22E+01	2,19E+01	1,42E+01	1,16E+01	4,94E+01	1,40E+01	1,30E+01	4,96E+01	1,49E+01	0
'24-06-11 15:57:14	1,24E+01	1,22E+01	2,20E+01	1,42E+01	1,17E+01	4,94E+01	1,40E+01	1,30E+01	4,96E+01	1,49E+01	0
'24-06-11 15:57:15	1,24E+01	1,22E+01	2,20E+01	1,42E+01	1,16E+01	4,94E+01	1,40E+01	1,30E+01	4,96E+01	1,49E+01	0
'24-06-11 15:57:16	1,24E+01	1,22E+01	2,21E+01	1,42E+01	1,17E+01	4,94E+01	1,40E+01	1,30E+01	4,95E+01	1,49E+01	0
'24-06-11 15:57:17	1,24E+01	1,22E+01	2,21E+01	1,42E+01	1,17E+01	4,95E+01	1,40E+01	1,30E+01	4,95E+01	1,49E+01	0
'24-06-11 15:57:18	1,24E+01	1,22E+01	2,22E+01	1,42E+01	1,17E+01	4,95E+01	1,40E+01	1,30E+01	4,95E+01	1,49E+01	0
'24-06-11 15:57:19	1,24E+01	1,22E+01	2,22E+01	1,42E+01	1,17E+01	4,95E+01	1,40E+01	1,30E+01	4,96E+01	1,49E+01	0
'24-06-11 15:57:20	1,24E+01	1,22E+01	2,23E+01	1,42E+01	1,17E+01	4,94E+01	1,40E+01	1,30E+01	4,96E+01	1,49E+01	0
'24-06-11 15:57:21	1,24E+01	1,22E+01	2,24E+01	1,42E+01	1,17E+01	4,94E+01	1,40E+01	1,30E+01	4,96E+01	1,49E+01	0
'24-06-11 15:57:22	1,24E+01	1,22E+01	2,24E+01	1,41E+01	1,17E+01	4,95E+01	1,40E+01	1,29E+01	4,96E+01	1,49E+01	0
'24-06-11 15:57:23	1,23E+01	1,22E+01	2,25E+01	1,41E+01	1,16E+01	4,95E+01	1,41E+01	1,30E+01	4,97E+01	1,49E+01	0
'24-06-11 15:57:24	1,23E+01	1,22E+01	2,26E+01	1,41E+01	1,16E+01	4,95E+01	1,41E+01	1,30E+01	4,97E+01	1,49E+01	0
'24-06-11 15:57:25	1,23E+01	1,22E+01	2,27E+01	1,41E+01	1,16E+01	4,95E+01	1,41E+01	1,31E+01	4,98E+01	1,49E+01	0
'24-06-11 15:57:26	1,23E+01	1,22E+01	2,28E+01	1,41E+01	1,16E+01	4,95E+01	1,41E+01	1,30E+01	4,98E+01	1,49E+01	0
'24-06-11 15:57:27	1,23E+01	1,22E+01	2,28E+01	1,41E+01	1,16E+01	4,96E+01	1,41E+01	1,30E+01	4,98E+01	1,49E+01	0
'24-06-11 15:57:28	1,23E+01	1,22E+01	2,29E+01	1,41E+01	1,16E+01	4,96E+01	1,41E+01	1,30E+01	4,99E+01	1,49E+01	0
'24-06-11 15:57:29	1,22E+01	1,22E+01	2,30E+01	1,41E+01	1,16E+01	4,96E+01	1,41E+01	1,30E+01	4,99E+01	1,50E+01	0
'24-06-11 15:57:30	1,22E+01	1,22E+01	2,31E+01	1,41E+01	1,16E+01	4,97E+01	1,41E+01	1,30E+01	4,99E+01	1,50E+01	0
'24-06-11 15:57:31	1,22E+01	1,23E+01	2,32E+01	1,41E+01	1,16E+01	4,97E+01	1,41E+01	1,30E+01	4,99E+01	1,49E+01	0
'24-06-11 15:57:32	1,22E+01	1,23E+01	2,33E+01	1,41E+01	1,16E+01	4,97E+01	1,41E+01	1,30E+01	5,00E+01	1,49E+01	0
'24-06-11 15:57:33	1,22E+01	1,23E+01	2,34E+01	1,41E+01	1,16E+01	4,97E+01	1,41E+01	1,29E+01	5,00E+01	1,49E+01	0
'24-06-11 15:57:34	1,22E+01	1,23E+01	2,34E+01	1,41E+01	1,16E+01	4,97E+01	1,40E+01	1,29E+01	5,01E+01	1,49E+01	0
'24-06-11 15:57:35	1,21E+01	1,23E+01	2,36E+01	1,40E+01	1,16E+01	4,98E+01	1,40E+01	1,29E+01	5,01E+01	1,49E+01	0
'24-06-11 15:57:36	1,21E+01	1,23E+01	2,37E+01	1,40E+01	1,16E+01	4,98E+01	1,40E+01	1,29E+01	5,02E+01	1,49E+01	0
'24-06-11 15:57:37	1,21E+01	1,23E+01	2,38E+01	1,40E+01	1,16E+01	4,99E+01	1,40E+01	1,28E+01	5,02E+01	1,49E+01	0
'24-06-11 15:57:38	1,22E+01	1,23E+01	2,39E+01	1,41E+01	1,16E+01	4,99E+01	1,40E+01	1,28E+01	5,02E+01	1,49E+01	0
'24-06-11 15:57:39	1,22E+01	1,23E+01	2,40E+01	1,40E+01	1,16E+01	4,99E+01	1,40E+01	1,28E+01	5,03E+01	1,49E+01	0
'24-06-11 15:57:40	1,23E+01	1,23E+01	2,40E+01	1,41E+01	1,16E+01	5,00E+01	1,40E+01	1,27E+01	5,03E+01	1,48E+01	0
'24-06-11 15:57:41	1,24E+01	1,24E+01	2,42E+01	1,42E+01	1,17E+01	5,01E+01	1,41E+01	1,28E+01	5,05E+01	1,49E+01	0
'24-06-11 15:57:42	1,25E+01	1,23E+01	2,43E+01	1,42E+01	1,17E+01	5,01E+01	1,41E+01	1,28E+01	5,05E+01	1,49E+01	0
'24-06-11 15:57:43	1,25E+01	1,23E+01	2,45E+01	1,42E+01	1,17E+01	5,02E+01	1,42E+01	1,28E+01	5,05E+01	1,49E+01	0
'24-06-11 15:57:44	1,25E+01	1,23E+01	2,46E+01	1,42E+01	1,18E+01	5,02E+01	1,41E+01	1,27E+01	5,05E+01	1,49E+01	0
'24-06-11 15:57:45	1,25E+01	1,23E+01	2,47E+01	1,42E+01	1,18E+01	5,02E+01	1,41E+01	1,27E+01	5,06E+01	1,49E+01	0
'24-06-11 15:57:46	1,24E+01	1,23E+01	2,48E+01	1,43E+01	1,17E+01	5,02E+01	1,41E+01	1,27E+01	5,06E+01	1,49E+01	0
'24-06-11 15:57:47	1,24E+01	1,23E+01	2,50E+01	1,43E+01	1,17E+01	5,02E+01	1,41E+01	1,27E+01	5,06E+01	1,49E+01	0
'24-06-11 15:57:48	1,25E+01	1,23E+01	2,51E+01	1,43E+01	1,18E+01	5,02E+01	1,41E+01	1,27E+01	5,06E+01	1,49E+01	0
'24-06-11 15:57:49	1,25E+01	1,23E+01	2,52E+01	1,43E+01	1,17E+01	5,02E+01	1,41E+01	1,27E+01	5,06E+01	1,48E+01	0
'24-06-11 15:57:50	1,24E+01	1,23E+01	2,54E+01	1,43E+01	1,17E+01	5,02E+01	1,41E+01	1,27E+01	5,07E+01	1,48E+01	0
'24-06-11 15:57:51	1,24E+01	1,23E+01	2,55E+01	1,43E+01	1,17E+01	5,03E+01	1,41E+01	1,27E+01	5,07E+01	1,48E+01	0
'24-06-11 15:57:52	1,24E+01	1,23E+01	2,57E+01	1,44E+01	1,17E+01	5,02E+01	1,41E+01	1,28E+01	5,07E+01	1,48E+01	0
'24-06-11 15:57:53	1,24E+01	1,24E+01	2,58E+01	1,43E+01	1,17E+01	5,03E+01	1,42E+01	1,28E+01	5,07E+01	1,48E+01	0
'24-06-11 15:57:54	1,24E+01	1,24E+01	2,59E+01	1,43E+01	1,17E+01	5,03E+01	1,41E+01	1,28E+01	5,07E+01	1,48E+01	0
'24-06-11 15:57:55	1,24E+01	1,24E+01	2,61E+01	1,44E+01	1,17E+01	5,03E+01	1,42E+01	1,28E+01	5,07E+01	1,48E+01	0
'24-06-11 15:57:56	1,24E+01	1,24E+01	2,62E+01	1,44E+01	1,17E+01	5,03E+01	1,42E+01	1,28E+01	5,07E+01	1,48E+01	0
'24-06-11 15:57:57	1,24E+01	1,24E+01	2,64E+01	1,44E+01	1,17E+01	5,03E+01	1,42E+01	1,28E+01	5,07E+01	1,48E+01	0
'24-06-11 15:57:58	1,24E+01	1,24E+01	2,65E+01	1,44E+01	1,17E+01	5,03E+01	1,42E+01	1,28E+01	5,07E+01	1,48E+01	0
'24-06-11 15:57:59	1,23E+01	1,24E+01	2,67E+01	1,44E+01	1,17E+01	5,03E+01	1,42E+01	1,28E+01	5,07E+01	1,48E+01	0
'24-06-11 15:58:00	1,23E+01	1,24E+01	2,68E+01	1,45E+01	1,17E+01	5,03E+01	1,42E+01	1,28E+01	5,08E+01	1,48E+01	0
'24-06-11 15:58:01	1,23E+01	1,24E+01	2,69E+01	1,45E+01	1,17E+01	5,03E+01	1,42E+01	1,28E+01	5,08E+01	1,48E+01	0
'24-06-11 15:58:02	1,23E+01	1,24E+01	2,71E+01	1,45E+01	1,17E+01	5,04E+01	1,42E+01	1,28E+01	5,09E+01	1,48E+01	0
'24-06-11 15:58:03	1,23E+01	1,24E+01	2,72E+01	1,46E+01	1,17E+01	5,04E+01	1,41E+01	1,28E+01	5,09E+01	1,48E+01	0
'24-06-11 15:58:04	1,22E+01	1,25E+01	2,73E+01	1,46E+01	1,17E+01	5,04E+01	1,41E+01	1,28E+01	5,09E+01	1,48E+01	0
'24-06-11 15:58:05	1,23E+01	1,25E+01	2,75E+01	1,47E+01	1,17E+01	5,04E+01	1,41E+01	1,28E+01	5,09E+01	1,48E+01	0
'24-06-11 15:58:06	1,23E+01	1,25E+01	2,77E+01	1,47E+01	1,17E+01	5,04E+01	1,42E+01	1,28E+01	5,09E+01	1,48E+01	0
'24-06-11 15:58:07	1,23E+01	1,25E+01	2,78E+01	1,47E+01	1,17E+01	5,04E+01	1,42E+01	1,29E+01	5,09E+01	1,48E+01	0
'24-06-11 15:58:08	1,23E+01	1,25E+01	2,80E+01	1,48E+01	1,16E+01	5,05E+01	1,42E+01	1,29E+01	5,09E+01	1,49E+01	0
